period,duration,depth,radius,insol,teq,teff,srad,logg,mag,label
-0.3055422690514701,-0.34674258350151227,-0.29602480873670356,-0.028668659270732838,-0.05067279773032476,-0.4674748983299112,-0.2584805625221604,-0.13149100658758006,0.3677891165543063,0.9150042447586214,1
0.13314178319122827,-0.09511110820517885,-0.2928117358077693,-0.0284638851214862,-0.05121246300390098,-0.8612029932375093,-0.2584805625221604,-0.13149100658758006,0.3677891165543063,0.9150042447586214,1
-0.38122110903900186,-0.43623699442184555,-0.2034362044980633,-0.01745996899617988,-0.045572743700198745,0.2097374249111576,0.08599315261193499,-0.15616994244223315,0.6003487474335972,1.0386720769205617,0
-0.3735211130116116,-0.5583436240378934,-0.29617987982400734,-0.028492625352959412,-0.04535427125279928,0.2221117364653964,0.3084247515270937,-0.10989693771475859,0.2982609794873023,0.9951409999995591,1
-0.28985906950579726,-0.08090152182994215,-0.28483860078295836,-0.028079484525531977,-0.050537242603604975,-0.4202275269409994,0.3231879107471264,-0.12332518222390808,0.4133420339430335,1.0965486223723502,1
-0.35781293441488576,-0.31707296715001815,-0.29515392951040553,-0.02848544029509111,-0.048538794637393044,-0.05462286738394399,0.3231879107471264,-0.12332518222390808,0.4133420339430335,1.0965486223723502,1
-0.3731208308881778,-0.43256848520794167,-0.30085434267969235,-0.028909358709320994,-0.046110748072128074,0.17036461542039777,0.3231879107471264,-0.12332518222390808,0.4133420339430335,1.0965486223723502,1
-0.32630218448811693,-0.011477542682357357,-0.30076502173340536,-0.015394264859042717,-0.046369593205713634,0.15011574196800703,0.5013300320021871,0.0555971027223269,-0.785418949970831,-0.4141776153179119,0
-0.24129150406324146,-0.2530080320068084,-0.24269896323468101,-0.027411274143779783,-0.05107422488221313,-0.684587819236101,-0.6757858631417502,-0.14582656491491533,0.4109445119752071,1.1593718811106153,1
-0.37405790270584743,-0.5439407872879535,-0.12711889930803366,-0.024795913079717423,-0.046406388565275646,0.14674092972594188,0.10075631183196765,-0.12477688433300532,0.3438138968760295,-1.0681331117902524,1
-0.37665384127176477,-0.195529849130794,-0.2208599918675156,-0.023696599225867036,-0.02476701205452166,0.9443215562673335,0.7109668929266508,0.054508326140503965,-0.7063007250325161,-1.5009705243570433,1
-0.363787668296802,-0.3076166904113892,-0.1902055393293051,-0.024239071094923927,-0.04319184118937261,0.3514795390778929,0.4993616107728494,-0.03640451844171074,-0.34667242985835767,0.03251059445101645,1
-0.3619646423431134,-0.39989455630854037,-0.3020378452179948,-0.029063837453489515,-0.048073678295429446,-0.0028757463389453876,0.11355104982266262,-0.11425204404205032,0.22393779848464335,-0.35877442650936264,1
-0.28568876663361004,-0.23592404930195246,-0.0805603560559479,0.024590582178064466,-0.050785930684811444,-0.5124723948907796,0.07615104646524655,-0.14582656491491533,0.5763735277553204,0.9768381608395915,0
-0.20872689965836372,1.1567128526349548,-0.19302163027474167,-0.02690113503513026,-0.051157653249553396,-0.7712080001157725,-0.6639753357657241,-0.17631230920595736,0.6650818405649462,0.9842582307693083,0
-0.21050924189090092,-0.04778425383563351,0.6178798211602601,-0.011772995693417916,-0.05091311742246417,-0.5743439526619735,0.39306686438861427,-0.12786175131483696,0.4373172536213124,0.9120362167867347,0
-0.2373744167303954,0.7056275032121565,-0.17366503687313511,-0.02662810283613474,-0.05108150729712645,-0.6902125063062096,-0.5566963787668201,-0.15707725626041893,0.48766521494569454,1.1331543006922844,0
-0.3076361206586702,-0.29315214345776264,-0.2876819842397604,-0.028593216163115658,-0.051003317158057164,-0.6294658859490372,-0.8480227207087979,-0.1734089049877629,0.6459016648223244,0.8927440349694722,1
-0.3393121103532288,-0.5701010417929463,-0.27993587328676217,-0.028456700063617897,-0.05095099875617993,-0.5968427009424077,-1.161985906788159,-0.17776401131505462,0.8017405927311257,1.1311756153776935,1
-0.3718536883485953,-0.24030872166916836,-0.29872800793058296,-0.028912951238255147,-0.0493201211005927,-0.16036698430198462,-0.7171227089578416,-0.1510889850603928,0.4564974293639321,0.8764198811240964,0
-0.34594894428610096,-0.335326195819465,-0.29335510489768174,-0.028564475931642446,-0.050191136252724776,-0.32573278416317586,-0.5242174284827482,-0.1345758735694117,0.30305602342295934,0.9491365664353174,1
-0.35970105689806686,-0.4050587259854835,-0.29915724470023985,-0.02886984089104533,-0.04965351516579089,-0.21436398017502667,-0.5242174284827482,-0.1345758735694117,0.30305602342295934,0.9491365664353174,1
-0.31900621631948733,-0.24305320178049972,-0.3009672344312495,-0.029013542048411393,-0.05065082272391967,-0.4596003364317592,-0.5242174284827482,-0.1345758735694117,0.30305602342295934,0.9491365664353174,1
3.376475665093776,0.2781869055177523,0.00557232867606155,-0.014571575733122004,-0.051258904369181506,-1.0254438556846788,-0.1718700284313021,-0.012995821932517729,-0.5576543630271961,-0.5457601887382163,0
-0.18653360096477398,-0.2658697376173083,-0.293030075898693,-0.02842077477427638,-0.051151584570458965,-0.7633334382176206,-0.7515700804712512,-0.14945582018765843,0.4469073414926223,0.9298443846180549,1
-0.34939330647576267,-0.47435278891478033,-0.2920686351574096,-0.028481847766156955,-0.050204167942569655,-0.32798265899121926,-0.3726489938237463,-0.14600802767855248,0.5715784838196634,1.169265307683571,1
-0.3563822820109746,-0.3601401935124497,-0.2943500409938228,-0.028654289154996234,-0.0496872442453894,-0.22111360465915691,-0.07246475634974887,-0.14891143189674697,0.6003487474335972,0.9194562867164514,1
-0.3834725900709351,-0.5809165669654122,-0.2762265728784558,-0.02785315520268043,-0.04453685211919591,0.273858857510395,-0.003570013322929805,-0.14891143189674697,0.5979512254657686,1.0030557412579233,0
6.149766175966229,7.846829711005657,-0.07923294754862757,-0.024400734896960753,-0.051268422613234874,-1.1390625345008714,-0.1945068725686855,-0.12132909182389937,0.3653915945864799,0.8457502587479355,0
0.19990540757952108,0.4125365147547041,-0.24010617465496187,-0.015157157949388714,-0.05117209031771488,-0.7914568735681633,0.41964055098467307,-0.10173111335108662,0.21195018864550497,0.8670211258797889,0
