period,duration,depth,radius,insol,teq,teff,srad,logg,mag,label,Name,StarID
3.990105908,2.4108,6154.9,7.45,378.53,1124.0,5926.0,0.913,4.519,15.572,1,K01323.01,4076098
0.52205862,2.0847,1381.3,27.16,3951.57,2022.0,5359.0,0.878,4.478,15.636,0,K01324.01,4551328
10.035381809,3.4062,2829.7,4.42,90.33,786.0,5813.0,0.833,4.561,15.062,1,K01325.01,4282872
53.100942624,2.2868,19981.0,24.02,10.93,464.0,5465.0,0.973,4.396,12.907,0,K01326.01,4639868
5.80181368,4.119,269.6,4.52,1168.82,1491.0,6020.0,2.097,3.86,13.752,0,K00158.01,10555375
15.6402515,6.222,800.3,18.11,39.55,640.0,5346.0,0.826,4.491,15.908,0,K01327.01,4372768
0.691666384,1.9603,35.6,0.58,4014.57,2031.0,5687.0,0.943,4.408,13.601,0,K01378.02,7375795
5.62154315,2.4143,172.3,1.37,229.04,992.0,5637.0,0.96,4.439,13.687,1,K01379.01,7211221
1.074106954,1.9797,64.5,0.52,588.96,1255.0,4699.0,0.676,4.637,11.748,0,K01380.01,7025526
5.117401517,4.3056,62929.0,28.41,385.51,1130.0,6161.0,1.053,4.454,15.764,0,K01381.01,9451127
4.20233673,3.6973,45982.0,23.53,570.87,1246.0,6185.0,1.094,4.396,15.653,0,K01382.01,9446824
8.50698069,2.938,295.5,1.9,155.42,900.0,5822.0,0.986,4.428,15.135,1,K01441.01,11356260
15.60865244,6.26,311.4,6.17,958.55,1419.0,8014.0,2.43,3.94,13.376,0,K00170.01,11044770
0.669310092,1.6274,131.8,1.13,3643.96,1983.0,5475.0,1.003,4.426,12.521,1,K01442.01,11600889
4.494498254,1.9742,248.2,62.11,1824.84,1667.0,5117.0,3.403,3.578,12.786,0,K01443.01,11197126
44.9306706,6.539,438.4,2.49,24.17,565.0,6121.0,1.164,4.397,13.949,1,K01444.01,11043167
14.13175309,4.0136,1033.0,3.02,49.18,675.0,5616.0,0.822,4.564,15.762,1,K01264.01,8612847
1.061934816,3.2551,437.2,25.72,1789.63,1660.0,5730.0,0.87,4.545,15.062,0,K01265.01,8552583
11.41926141,3.9908,915.6,1.48,7.32,419.0,3823.0,0.492,4.765,15.314,1,K01266.01,8547140
5.93821065,2.5128,522.5,61.63,231.93,996.0,6123.0,0.85,4.545,14.423,0,K01267.01,8519253
0.655001616,1.8136,271.2,31.77,23595.49,3162.0,6426.0,2.089,3.965,13.371,0,K01269.01,8757910
33.1996355,5.022,1112.5,2.85,13.09,485.0,5102.0,0.88,4.463,15.03,1,K01329.01,4072526
8.65306587,4.486,1048.1,19.78,37.94,633.0,4641.0,0.694,4.589,15.703,0,K01330.01,4150539
19.30581662,4.2902,709.1,4.0,104.41,815.0,5661.0,1.522,4.09,15.151,1,K01332.01,4455231
3.221785738,3.3411,46379.0,25.03,800.37,1357.0,6250.0,1.041,4.411,14.601,0,K01383.01,8953257
0.6243875,1.92102,36855.0,29.45,1693.36,1639.0,5211.0,0.618,4.644,15.487,0,K01384.01,8971432
18.610092584,4.98308,50834.0,55.23,52.24,686.0,6077.0,0.891,4.526,15.84,0,K01385.01,9278553
13.22175358,2.7884,876.5,2.38,39.56,640.0,5211.0,0.799,4.556,13.938,1,K00165.01,9527915
1.137525054,2.68228,18006.0,42.74,2197.52,1746.0,5912.0,0.937,4.467,15.452,0,K01386.01,9143254
23.799939273,5.02319,60186.0,51.74,38.92,637.0,5934.0,0.957,4.473,14.669,0,K01387.01,8949247
7.16893064,4.6766,112.8,1.61,469.56,1187.0,6221.0,1.458,4.198,12.32,1,K01445.01,11336883
1.22775877,2.7545,46148.0,48.79,2809.86,1859.0,6207.0,1.044,4.412,13.184,0,K01446.01,12506351
40.24649897,6.0203,159410.0,97.54,82.27,768.0,6594.0,1.691,4.051,13.092,0,K01447.01,7622486
2.27999662,5.7777,12831.0,20.74,3775.07,2000.0,6594.0,1.691,4.051,13.092,0,K01447.02,7622486
2.48658617,2.7189,42122.0,24.39,1077.69,1461.0,5892.0,1.198,4.35,15.418,0,K01448.01,9705459
5.729317577,1.1816,865.4,2.41,123.03,850.0,5320.0,0.786,4.589,14.809,1,K01270.01,8564587
11.776132317,2.8971,1430.8,2.08,9.37,446.0,3980.0,0.54,4.722,13.738,1,K00156.03,10925104
11.60908533,2.2603,489.3,1.71,48.06,671.0,5320.0,0.786,4.589,14.809,1,K01270.02,8564587
0.530967162,3.3659,244.9,23.72,12644.75,2704.0,6449.0,1.193,4.316,13.586,0,K01272.01,8552498
40.05881661,5.595,1239.4,3.43,13.57,489.0,5668.0,0.868,4.545,14.862,1,K01273.01,8806072
6.09747233,3.431,217.6,2.22,485.84,1197.0,5661.0,1.522,4.09,15.151,1,K01332.02,4455231
56.637918,6.172,589.7,3.68,24.87,570.0,5661.0,1.522,4.09,15.151,1,K01332.03,4455231
2.243016513,2.721,299.6,1.37,438.46,1167.0,5462.0,0.732,4.614,13.98,0,K01333.01,4285107
8.6531216,4.39,654.8,22.58,84.05,772.0,5421.0,0.852,4.564,15.454,0,K01334.01,4150624
8.99088621,4.2447,469.7,2.78,200.35,960.0,5881.0,1.171,4.315,13.431,1,K00159.01,8972058
34.064566412,9.6114,28450.0,15.57,25.0,570.0,6161.0,0.892,4.517,15.443,0,K01388.01,9346253
4.350087749,2.6428,23593.0,24.77,393.2,1136.0,6060.0,0.953,4.495,14.855,0,K01389.01,9002237
1.744101106,1.5497,9681.4,7.21,251.54,1016.0,4368.0,0.703,4.593,15.702,0,K01390.01,9288786
7.981187121,1.8071,7609.5,18.75,205.88,966.0,6217.0,0.989,4.472,14.36,0,K01391.01,8958035
4.118775582,3.76,2647.7,4.48,306.75,1067.0,5944.0,0.802,4.579,15.797,0,K01392.01,9040849
0.971933156,1.9265,4786.0,50.75,2240.48,1754.0,5592.0,0.931,4.445,15.289,0,K01453.01,7842610
121.5991278,15.1596,10537.0,379.63,3.87,358.0,6036.0,0.847,4.551,14.6,0,K01454.01,7830637
7.886632468,5.2147,6331.2,8.99,232.07,996.0,5847.0,1.135,4.304,15.014,1,K01456.01,7832356
8.027681123,3.0942,8725.4,8.43,109.35,824.0,5569.0,0.887,4.546,15.57,1,K01457.01,9643874
704.962626,18.003,2319.1,4.53,0.24,178.0,5305.0,0.818,4.489,13.354,1,K01274.01,8800954
50.28635977,6.3212,1119.3,3.88,20.59,543.0,5900.0,1.167,4.309,13.672,1,K01275.01,8583696
22.79020351,5.0394,617.9,2.57,38.27,634.0,5478.0,1.053,4.354,14.766,1,K01276.01,8804283
13.26079792,3.912,199.4,1.47,78.79,760.0,5478.0,1.053,4.354,14.766,1,K01276.02,8804283
1.061932545,2.1429,133.6,2.29,9391.15,2508.0,6134.0,1.851,3.975,12.953,0,K01277.01,8552565
127.8334997,10.914,1829.9,9.46,22.21,554.0,6505.0,2.17,3.973,13.968,1,K01335.01,4155328
10.21864532,3.802,445.3,2.33,169.13,920.0,6100.0,1.083,4.376,14.82,1,K01336.01,4077526
15.573637,5.326,468.1,2.94,96.38,799.0,6100.0,1.083,4.376,14.82,1,K01336.02,4077526
40.1015561,5.246,550.0,2.92,27.31,583.0,6100.0,1.083,4.376,14.82,1,K01336.03,4077526
4.45814897,2.867,188.1,1.61,511.6,1212.0,6100.0,1.083,4.376,14.82,1,K01336.04,4077526
5.663621501,1.2968,1225.0,2.47,84.76,774.0,4917.0,0.723,4.601,15.444,0,K01394.01,8937021
6.230335,1.6493,1449.2,3.7,138.33,875.0,5477.0,0.865,4.557,15.977,1,K01395.01,8935810
12.49340725,2.2614,715.7,2.2,42.08,649.0,5207.0,0.795,4.561,13.575,1,K00166.01,2441495
6.62643441,3.1752,814.6,2.54,151.59,895.0,5616.0,0.903,4.529,15.843,1,K01396.01,9455556
3.70122061,2.523,327.4,1.62,330.02,1087.0,5616.0,0.903,4.529,15.843,1,K01396.02,9455556
13.73474071,2.769,746.4,2.71,38.11,634.0,5196.0,0.772,4.524,15.187,1,K01207.01,3732821
14.55387488,6.973,319.7,3.45,183.48,939.0,6143.0,1.507,4.177,14.377,1,K01210.01,3962357
0.895277575,2.711,534.5,9.27,77480.31,4253.0,8040.0,3.325,3.707,13.574,0,K00016.01,9110357
81.0637895,3.001,476.0,3.01,16.12,511.0,6198.0,1.324,4.237,13.914,1,K00152.04,8394721
24.8056775,6.148,624.4,2.16,28.22,588.0,5600.0,0.872,4.455,15.204,1,K01278.01,8609450
13.02493307,4.5706,778.4,2.88,90.1,786.0,5657.0,1.046,4.364,13.709,1,K00157.01,6541920
44.3471936,6.43,791.7,2.45,13.0,484.0,5600.0,0.872,4.455,15.204,1,K01278.02,8609450
9.2207691,4.907,140.0,1.02,105.63,817.0,5600.0,0.872,4.455,15.204,1,K01278.03,8609450
13.6396648,5.425,162.7,1.1,62.6,717.0,5600.0,0.872,4.455,15.204,1,K01278.04,8609450
1.922799706,1.8604,259.7,1.28,514.44,1215.0,5194.0,0.815,4.559,14.829,1,K01337.01,4243911
3.222975318,2.9247,232.7,1.47,558.65,1239.0,5823.0,0.96,4.427,14.609,1,K01338.01,4466677
4.16811839,2.8084,263.0,2.28,628.73,1277.0,5689.0,1.313,4.202,14.801,1,K01339.01,4135665
5.82348911,2.2441,888.7,3.0,196.33,955.0,5774.0,0.864,4.526,15.898,1,K01398.01,9269281
9.41475056,4.736,483.4,19.33,202.58,962.0,6406.0,1.033,4.436,13.66,0,K01400.01,9157908
0.56669006,2.1674,104.6,1.52,18023.71,2955.0,6899.0,1.386,4.273,13.44,0,K01401.01,9030447
7.13969705,3.981,512.9,2.24,205.23,965.0,6014.0,0.993,4.486,15.906,1,K01402.01,9034103
18.75470238,3.0331,995.3,1.67,5.03,382.0,3976.0,0.54,4.721,15.473,1,K01403.01,9214942
3.00363219,3.732,101.2,1.43,1441.44,1571.0,6309.0,1.32,4.217,12.476,0,K01211.01,3858704
11.30123036,4.022,277.1,1.85,124.42,852.0,5730.0,1.122,4.34,14.981,1,K01212.01,3749134
0.796722833,2.4551,107.1,1.44,7844.64,2401.0,5959.0,1.334,4.121,13.379,0,K01213.01,3556220
4.24153629,2.971,188.1,1.44,452.95,1177.0,5776.0,1.047,4.34,14.621,1,K01214.01,3660924
17.32419108,8.045,241.3,3.14,204.1,964.0,5968.0,1.857,3.972,13.42,1,K01215.01,3939150
14.37457572,4.7892,335.8,1.94,87.24,779.0,5768.0,1.067,4.358,13.749,1,K01279.01,8628758
9.65188331,4.296,103.2,1.08,148.32,890.0,5768.0,1.067,4.358,13.749,1,K01279.02,8628758
6.0990118,3.6112,227.5,3.16,842.53,1374.0,5743.0,1.971,3.881,13.951,0,K01280.01,8509361
49.4781446,2.493,496.6,1.88,10.73,462.0,5776.0,0.849,4.554,14.427,1,K01281.01,8742590
30.8639476,8.864,256.5,3.01,72.05,743.0,5977.0,1.571,4.08,12.547,1,K01282.01,8822366
2.403640701,1.4012,74.9,1.24,1164.85,1489.0,5881.0,1.171,4.315,13.431,1,K00159.02,8972058
2.90060781,2.563,124.8,1.58,1727.31,1645.0,6547.0,1.371,4.241,13.887,0,K01340.01,4386059
4.51436096,3.0083,230.7,1.84,543.73,1231.0,5940.0,1.215,4.306,14.946,1,K01341.01,4650674
3.77359871,2.7282,176.0,1.29,614.52,1270.0,6224.0,0.969,4.404,14.207,1,K01342.01,4275721
8.18182189,2.4566,299.6,1.77,218.9,981.0,6224.0,0.969,4.404,14.207,1,K01342.02,4275721
13.32389352,3.2208,781.3,1.26,4.83,378.0,3751.0,0.45,4.813,15.931,1,K01404.01,8874090
4.919584997,4.1988,425.7,2.86,702.13,1312.0,6236.0,1.378,4.246,13.273,1,K00167.01,11666881
11.41911886,5.135,509.2,3.32,170.33,921.0,6311.0,1.172,4.398,15.965,1,K01405.01,9264949
11.36113254,4.1886,569.5,2.6,134.97,869.0,6244.0,1.009,4.46,14.63,1,K01406.01,9271752
1.3866358,4.77,70.1,0.72,1205.94,1503.0,5693.0,0.856,4.551,15.755,0,K01407.01,9007866
14.53410833,3.3094,510.6,1.36,7.34,420.0,3957.0,0.553,4.693,14.688,1,K01408.01,9150827
33.0063185,7.118,278.1,3.13,86.38,778.0,5968.0,1.857,3.972,13.42,1,K01215.02,3939150
11.13127159,4.2372,211.2,2.06,194.31,952.0,5800.0,1.435,4.202,13.459,1,K01216.01,3839488
3.47143963,3.663,99.8,1.19,805.05,1358.0,6341.0,1.111,4.409,13.599,0,K01217.01,3542588
29.6193891,4.9595,314.7,1.74,26.79,580.0,5618.0,0.996,4.401,13.331,1,K01218.01,3442055
8.925079516,2.6766,977.5,2.36,36.89,628.0,4728.0,0.693,4.628,13.461,1,K00153.01,12252424
8.0922105,5.7696,65.3,1.44,331.65,1089.0,5774.0,1.395,4.106,11.731,1,K01283.01,8700771
3.117087797,3.06941,12152.0,88.51,2725.12,1842.0,6338.0,2.046,3.973,11.397,0,K01284.01,10960993
22.687155,5.4921,960.0,3.2,42.95,653.0,5657.0,1.046,4.364,13.709,1,K00157.02,6541920
0.937406378,1.9515,5079.6,7.09,1790.11,1659.0,5480.0,0.843,4.529,14.546,0,K01285.01,10599397
0.668483615,2.0909,2899.8,29.53,2642.17,1832.0,5546.0,0.81,4.575,15.905,0,K01286.01,10879208
4.429633087,3.0257,6120.1,32.12,192.62,950.0,5344.0,0.809,4.545,15.91,0,K01287.01,10843203
1.544927524,1.0134,138.5,1.39,2606.96,1824.0,6309.0,1.132,4.34,13.643,0,K01343.01,4570931
4.48758768,2.874,112.0,1.37,684.07,1305.0,6060.0,1.257,4.227,13.446,1,K01344.01,4136466
0.323021692,2.3442,47100.0,46.4,9913.7,2545.0,5458.0,0.972,4.381,11.234,0,K01345.01,7284688
4.70818628,3.278,56545.0,42.99,282.41,1046.0,5868.0,0.894,4.53,13.279,0,K01346.01,7199774
14.405857436,5.48509,30431.0,23.42,146.95,888.0,5945.0,1.346,4.196,14.808,0,K01347.01,7037540
7.702374154,3.8459,18377.0,225.25,109.38,825.0,5598.0,0.83,4.565,15.144,0,K01348.01,6866228
16.56062577,2.611,700.8,2.94,57.28,701.0,5818.0,0.855,4.436,15.198,1,K01409.01,9391208
15.74958583,4.6672,659.5,2.77,86.18,777.0,6191.0,1.025,4.454,15.3,1,K01410.01,9391506
37.8145252,9.109,412.5,3.04,36.25,626.0,5988.0,1.314,4.278,13.601,1,K01412.01,8950853
12.64504291,9.117,200.4,1.55,71.28,741.0,5607.0,0.886,4.447,14.447,1,K01413.01,9006449
21.5262958,8.392,190.0,1.36,35.03,621.0,5607.0,0.886,4.447,14.447,1,K01413.02,9006449
33.8845825,6.538,224.1,1.74,19.13,533.0,5607.0,0.886,4.447,14.447,1,K01413.03,9006449
6.40087137,2.5561,133.6,1.91,357.44,1109.0,5426.0,1.421,4.107,12.988,1,K01220.01,4043190
30.1599411,7.874,175.9,4.54,115.69,836.0,5010.0,3.051,3.62,11.584,1,K01221.01,3640905
51.0771048,11.233,141.5,3.66,57.28,702.0,5010.0,3.051,3.62,11.584,1,K01221.02,3640905
4.2856756,4.059,31.4,2.13,2429.13,1790.0,5055.0,3.733,3.443,12.203,0,K01222.01,4060815
7.388833611,5.62857,13064.0,10.66,139.94,877.0,5845.0,0.838,4.558,13.209,0,K01223.01,6613006
2.698021895,23.192,6721.2,52.51,1481.76,1582.0,6568.0,1.211,4.36,13.717,0,K01224.01,6606653
117.93110803,5.8796,8506.6,10.36,7.2,418.0,6392.0,1.072,4.425,15.128,1,K01288.01,10790387
4.887806806,2.4078,4676.0,5.71,167.54,918.0,5284.0,0.812,4.523,15.399,0,K01289.01,10748393
11.973605044,4.3117,3822.9,38.2,106.83,820.0,6146.0,0.943,4.497,15.175,0,K01290.01,10874226
1.231364189,5.8574,1097.1,5.39,2005.15,1707.0,5897.0,0.891,4.429,14.97,0,K01291.01,10661771
2.102416517,1.7684,1502.5,29.29,1003.06,1435.0,5999.0,0.959,4.494,15.642,0,K01292.01,10924853
11.703109303,2.0467,4201.0,37.3,102.47,811.0,6014.0,0.958,4.494,15.003,0,K01293.01,10874926
13.73808249,3.354,660.7,3.84,163.52,912.0,6375.0,1.178,4.292,13.805,0,K00160.01,6631721
16.66216657,3.8762,27442.0,843.45,114.41,834.0,6440.0,1.169,4.38,13.344,0,K01349.01,6847018
0.752159702,2.3621,3425.0,43.73,5767.22,2224.0,5916.0,1.175,4.296,11.884,0,K01350.01,7220322
4.81886153,6.223,1318.6,2.96,98.29,803.0,5030.0,0.651,4.658,15.932,0,K01352.01,6956233
125.86540191,9.0191,12390.0,12.37,5.71,394.0,5933.0,1.115,4.342,13.956,1,K01353.01,7303287
34.5439452,3.482,429.8,2.67,32.02,607.0,5933.0,1.115,4.342,13.956,1,K01353.02,7303287
10.74241765,6.0633,415.2,3.06,243.94,1008.0,5761.0,1.518,4.091,13.438,1,K00168.01,11512246
4.02378908,3.237,32.1,2.24,9293.19,2504.0,7516.0,3.685,3.651,10.083,0,K01414.01,8916492
0.312941621,2.0646,35262.0,58.02,23300.36,3151.0,6286.0,1.188,4.312,13.397,0,K01415.01,11193447
2.495780169,4.2721,25070.0,15.75,929.47,1408.0,6039.0,0.992,4.426,14.152,1,K01416.01,11517719
8.428090255,1.881,11356.0,517.43,105.54,817.0,5761.0,0.805,4.573,15.977,0,K01417.01,11599264
8.344104633,1.8014,9695.0,836.31,89.55,785.0,5447.0,0.838,4.559,15.734,0,K01418.01,11100657
137.75960504,9.1713,83298.0,49.52,5.81,396.0,5323.0,1.452,4.085,15.324,0,K01226.01,6621116
2.155278342,2.1064,20739.0,16.89,620.67,1272.0,5665.0,0.82,4.568,13.997,0,K01227.01,6629332
3.661326482,2.5714,17846.0,12.07,258.6,1023.0,5319.0,0.798,4.501,14.349,0,K01228.01,6387450
4.75400072,2.5394,748.7,2.0,85.23,775.0,4728.0,0.693,4.628,13.461,1,K00153.02,12252424
165.739861,24.9393,7343.4,57.54,54.1,692.0,5019.0,6.836,2.99,12.263,0,K01230.01,6470149
9.08937826,6.255,779.8,5.35,351.45,1104.0,6739.0,1.275,4.332,14.408,0,K01294.01,10549562
3.234699282,3.59385,10559.0,13.06,797.62,1356.0,5640.0,1.291,4.236,13.303,1,K00017.01,10874614
31.99552485,4.2817,1376.1,4.12,27.17,582.0,5657.0,1.046,4.364,13.709,1,K00157.03,6541920
1.577800747,2.1626,697.7,31.24,1236.23,1513.0,6089.0,0.802,4.566,15.031,0,K01295.01,10666230
2.380862632,4.20416,32634.0,21.65,1133.0,1480.0,5821.0,1.129,4.297,13.802,0,K01296.01,10971674
1.752567456,5.4993,607.3,26.56,1202.54,1502.0,5739.0,0.996,4.433,14.449,0,K01354.01,6891543
51.92920654,5.2637,3425.8,8.49,25.6,574.0,5671.0,1.442,4.128,15.897,1,K01355.01,7211141
5.644914154,2.2599,1397.9,2.66,72.38,744.0,4769.0,0.714,4.622,15.505,1,K01358.01,7376983
3.105507835,1.7458,904.6,2.68,217.91,980.0,4989.0,0.791,4.585,13.341,1,K00161.01,5084942
1.336109338,1.7419,2204.3,35.19,2106.49,1727.0,6119.0,0.967,4.46,15.507,0,K01419.01,11125936
5.841636615,1.8734,1336.3,1.38,9.38,446.0,3526.0,0.383,4.866,15.921,1,K01422.01,11497958
19.85029495,2.8407,1607.5,1.52,1.83,297.0,3526.0,0.383,4.866,15.921,1,K01422.02,11497958
15.27443889,6.0765,206.7,2.17,152.62,896.0,5761.0,1.518,4.091,13.438,1,K00168.02,11512246
22.34293693,7.0813,2691.1,2.92,6.01,399.0,4260.0,0.58,4.663,15.719,0,K01231.01,6462874
119.40817159,9.3537,18563.0,16.26,2.72,328.0,5316.0,0.872,4.477,14.427,0,K01232.01,6665223
1.171536413,1.5878,1132.7,7.12,7673.2,2387.0,7021.0,1.485,4.275,15.634,0,K01233.01,6545358
0.973547911,2.2858,435.7,11.52,2556.6,1814.0,6084.0,0.863,4.542,15.46,0,K01234.01,6390824
3.053563251,3.2551,508.4,21.79,444.16,1171.0,5764.0,0.863,4.548,14.598,0,K01235.01,6546528
1.031096352,2.781,265.4,2.36,3954.46,2020.0,6371.0,1.072,4.426,15.131,0,K01297.01,10676923
11.00817635,2.013,1462.5,2.15,13.39,488.0,4141.0,0.582,4.684,15.847,1,K01298.01,10604335
92.7495777,5.506,1105.1,1.87,0.78,240.0,4141.0,0.582,4.684,15.847,1,K01298.02,10604335
52.5008645,14.9066,946.7,12.41,102.94,812.0,4976.0,4.157,3.331,12.183,1,K01299.01,10864656
0.63133171,1.1487,434.5,1.2,726.72,1322.0,4441.0,0.53,4.71,14.285,1,K01300.01,10975146
12.69905011,2.9899,797.4,2.62,52.55,686.0,5291.0,0.882,4.489,15.824,1,K01301.01,10538176
8.74292005,2.6277,779.5,1.92,40.33,643.0,4769.0,0.714,4.622,15.505,1,K01358.02,7376983
3.64830183,1.9985,371.7,1.33,129.44,860.0,4769.0,0.714,4.622,15.505,1,K01358.03,7376983
2.345863002,1.6795,316.7,1.23,233.38,997.0,4769.0,0.714,4.622,15.505,1,K01358.04,7376983
37.1011418,5.5556,1357.5,3.19,18.95,532.0,5986.0,0.85,4.527,15.229,1,K01359.01,6946199
10.8644095,1.853,748.7,1.14,4.09,363.0,3526.0,0.383,4.866,15.921,1,K01422.03,11497958
124.4197175,3.7197,4107.0,10.3,7.07,416.0,5066.0,1.659,3.974,15.74,1,K01423.01,11177707
1.219568047,1.5681,494.9,1.51,578.96,1252.0,4838.0,0.701,4.625,15.127,1,K01424.01,11611600
2.05388477,2.1635,546.7,2.74,1271.11,1523.0,5632.0,1.176,4.282,15.269,1,K01425.01,11254382
38.86848956,6.0573,1004.9,2.81,15.89,509.0,5618.0,0.897,4.46,14.232,1,K01426.01,11122894
35.7353616,8.491,778.8,5.47,84.66,774.0,6366.0,1.697,4.045,13.659,1,K01236.01,6677841
12.30971679,6.74,396.0,3.82,350.46,1104.0,6366.0,1.697,4.045,13.659,1,K01236.02,6677841
54.4205407,8.559,598.0,3.2,25.6,574.0,6781.0,1.067,4.422,13.659,1,K01236.03,6677841
14.32407216,4.6577,2053.9,38.86,88.38,782.0,6022.0,1.039,4.453,15.609,0,K01237.01,6531491
27.07237655,6.9592,514.2,2.18,31.58,605.0,5936.0,0.965,4.501,14.556,1,K01238.01,6383821
37.5142128,5.303,935.0,2.68,12.38,478.0,5291.0,0.882,4.489,15.824,1,K01301.02,10538176
55.6391882,7.316,853.0,3.13,12.33,478.0,5949.0,0.962,4.493,14.755,1,K01302.01,10724369
46.6856205,6.3794,588.8,2.52,16.41,513.0,5657.0,1.046,4.364,13.709,1,K00157.04,6541920
4.59726613,2.909,313.0,1.69,352.4,1105.0,5999.0,0.959,4.494,15.803,1,K01304.01,10744335
9.97716876,5.908,252.9,2.53,263.89,1028.0,5557.0,1.616,4.037,14.943,1,K01602.01,4860678
3.02168007,2.8264,171.9,1.31,744.35,1332.0,6201.0,0.989,4.472,14.429,1,K01603.01,5177104
30.882538697,5.3737,24012.0,15.4,29.12,593.0,6014.0,0.993,4.486,14.857,0,K00187.01,7023960
72.4914068,3.612,1063.5,15.33,56.76,700.0,5754.0,2.758,3.639,13.05,0,K01604.01,10033279
4.93913074,1.362,382.9,24.03,461.47,1182.0,5956.0,1.17,4.324,14.832,0,K01605.01,5009189
2.240486703,1.3988,436.3,1.22,115.98,837.0,4198.0,0.574,4.689,15.224,1,K01713.02,8230616
105.0145774,7.426,296.0,2.29,6.44,406.0,5868.0,1.042,4.363,12.9,1,K01715.01,9836959
4.88084456,2.5574,343.0,1.55,141.0,879.0,4929.0,0.861,4.481,14.925,1,K01716.01,9838949
10.56137217,3.2645,238.4,2.43,133.56,867.0,5610.0,1.171,4.316,14.581,1,K01717.01,9895006
67.6690554,9.556,961.1,3.39,14.24,495.0,6127.0,1.08,4.356,15.224,1,K01718.01,9896558
3.949627144,1.5485,807.2,2.32,206.05,966.0,5155.0,0.836,4.523,15.623,1,K01488.01,9589323
16.00460392,3.9475,831.9,2.24,27.41,583.0,5180.0,0.769,4.597,15.554,1,K01489.01,9823487
3.55650737,8.545,293.6,3.05,918.25,1405.0,4951.0,1.843,3.876,14.118,0,K01490.01,9602514
3.148661555,2.1978,550.5,2.15,342.76,1097.0,5258.0,0.873,4.458,15.297,1,K01491.01,9726659
0.70544824,2.9423,462.4,20.03,2899.07,1868.0,5717.0,0.826,4.564,14.351,0,K01492.01,12108312
3.295701024,1.8268,1745.7,2.81,138.38,875.0,4723.0,0.691,4.628,14.84,1,K01557.01,5371776
9.65349016,2.9029,1308.6,2.41,32.98,611.0,4723.0,0.691,4.628,14.84,1,K01557.02,5371776
5.315954488,1.1165,965.9,2.33,73.19,746.0,4723.0,0.691,4.628,14.84,1,K01557.03,5371776
10.04556377,3.2027,671.4,2.19,81.61,766.0,5632.0,0.853,4.554,13.024,1,K00180.01,9573539
1.499144441,1.4259,258.9,1.09,395.06,1137.0,4723.0,0.691,4.628,14.84,1,K01557.04,5371776
5.082748362,1.7732,276.7,1.4,175.06,928.0,5430.0,0.858,4.555,13.984,1,K01606.01,9886661
5.00673576,1.9398,191.2,2.0,726.94,1324.0,6116.0,1.383,4.158,13.518,0,K01607.01,5477805
9.17617167,4.2642,206.9,1.66,200.99,960.0,5903.0,1.156,4.3,13.797,1,K01608.01,10055126
19.7383992,4.894,168.1,1.61,72.32,744.0,5903.0,1.156,4.3,13.797,1,K01608.02,10055126
41.6980186,5.7047,440.8,2.03,19.61,537.0,5997.0,0.971,4.466,13.956,1,K01609.01,5009743
59.6585348,5.514,1043.8,3.59,5.66,393.0,5243.0,0.831,4.547,15.742,1,K01720.01,10015937
52.6298542,6.118,675.8,3.68,20.65,544.0,5339.0,1.433,4.096,15.004,1,K01721.01,10019065
10.290994129,4.28889,9655.7,13.43,233.08,996.0,5803.0,1.373,4.134,14.221,1,K00192.01,7950644
14.8783945,7.491,322.8,1.63,54.19,692.0,5822.0,0.837,4.557,15.534,1,K01722.01,10080248
59.6222627,6.888,993.4,3.63,13.23,486.0,6108.0,0.997,4.471,15.517,1,K01723.01,10213902
4.9883873,9.059,507.6,3.28,550.52,1236.0,6418.0,1.171,4.395,15.447,0,K01493.01,9842906
8.19596647,2.824,792.8,2.04,48.2,672.0,4723.0,0.747,4.557,15.858,1,K01494.01,11821363
15.59466045,5.0478,867.7,2.74,62.88,718.0,5900.0,0.929,4.5,15.43,1,K01495.01,7629518
56.35407916,3.4449,1037.0,2.59,3.63,352.0,4802.0,0.701,4.582,13.779,1,K00174.01,10810838
36.12895451,2.2348,3758.6,53.72,21.05,546.0,5921.0,0.912,4.484,15.6,0,K01496.01,4828341
32.50456309,2.4657,7589.6,10.68,28.8,591.0,6132.0,0.947,4.479,15.134,0,K01558.01,10019763
1.332560589,4.2427,566.6,1.4,330.32,1086.0,4489.0,0.609,4.662,15.036,0,K01559.01,9899280
9.08590495,2.0718,2121.3,6.28,130.1,861.0,5931.0,0.866,4.479,15.549,0,K01561.01,4940438
0.784512952,2.4623,586.0,25.48,3432.93,1952.0,5997.0,0.904,4.522,15.59,0,K01562.01,5308663
0.883778461,1.6339,120.1,1.09,3316.4,1934.0,5975.0,0.949,4.453,14.063,0,K01610.01,5474733
2.465024332,1.262,30.7,0.69,1406.11,1561.0,6139.0,1.194,4.291,8.769,1,K01612.01,10963065
15.86624787,4.25,77.3,1.31,141.18,879.0,6099.0,1.308,4.193,11.049,1,K01613.01,6268648
4.288515468,2.2959,3456.7,76.51,2081.57,1722.0,6378.0,2.002,3.878,13.396,0,K00021.01,10125352
3.797018259,2.2608,14431.0,10.07,219.64,982.0,5167.0,0.848,4.527,14.741,1,K00188.01,5357901
1.340596782,1.6484,107.5,1.16,2393.35,1783.0,5992.0,1.125,4.385,11.524,1,K01615.01,4278221
