period,duration,depth,radius,insol,teq,teff,srad,logg,mag,label,Name,StarID
1.04588635,2.833,102.7,1.1,3582.91,1972.0,6249.0,1.076,4.428,15.805,0,K04615.01,9345819
419.92898,14.55,233.5,1.51,1.0,255.0,6047.0,0.988,4.431,14.755,0,K04687.01,11092040
1.23521458,0.918,89.5,0.93,2032.78,1713.0,5999.0,0.959,4.494,15.637,0,K04688.01,4851145
1.085229874,0.652,238.1,1.37,1675.45,1632.0,5713.0,0.851,4.554,15.959,0,K04689.01,10292540
1.540379557,2.026,76.9,0.81,1481.09,1581.0,5812.0,0.914,4.408,14.298,0,K04476.01,3732894
3.60011712,2.396,50.2,0.5,182.81,938.0,5051.0,0.721,4.562,8.717,1,K03158.01,6278762
9.32867952,1.572,354.4,1.62,99.6,806.0,5749.0,0.864,4.547,15.466,1,K04477.02,6276791
6.38671206,1.201,223.7,1.19,102.25,811.0,5071.0,0.811,4.505,14.58,1,K04478.01,8636600
158.348345,10.55,899.0,372.86,6.61,409.0,6521.0,1.276,4.352,15.028,0,K04544.01,10220950
0.93376962,7.023,125.8,16.3,3343.62,1937.0,6056.0,0.975,4.448,15.318,0,K04547.01,10342316
322.48381,22.99,1023.4,3.5,1.06,259.0,5968.0,0.881,4.534,14.76,0,K07725.01,5305399
0.739404894,1.753,246.8,0.94,589.06,1256.0,4205.0,0.624,4.635,15.962,0,K04905.01,12021811
25.949641315,11.6411,67.8,2.06,76.14,753.0,5109.0,1.922,3.873,13.956,0,K04908.01,3962684
1.71051215,1.284,42.2,1.04,3820.16,2004.0,5925.0,1.589,3.989,13.095,0,K07702.01,4730442
62.869463,6.842,341.7,1.96,3.51,349.0,4762.0,0.781,4.535,14.591,1,K03296.01,9447166
84.8062818,9.0006,9936.0,36.51,5.33,388.0,5735.0,0.853,4.525,15.808,0,K03297.01,9643043
29.9632816,2.6,893.2,2.24,5.55,391.0,4463.0,0.638,4.623,15.947,1,K03298.01,8151055
17.99643716,4.164,36923.0,30.08,11.31,468.0,4438.0,0.666,4.606,14.845,0,K03299.01,7177555
11.63486009,5.466,292.3,2.61,201.96,961.0,5570.0,1.548,4.066,15.035,1,K01196.02,3348082
10.8118317,2.627,76.8,1.24,170.74,922.0,6025.0,1.196,4.331,13.385,1,K04765.01,10615440
1.208528832,1.336,180.8,1.25,2084.15,1725.0,6072.0,0.923,4.51,15.912,0,K04767.01,5802292
208.18711785,2.5404,394.7,1.99,2.1,307.0,5780.0,1.0,4.438,12.793,0,K07718.01,5126932
0.93198504,2.0472,326.6,17.72,1734.47,1647.0,5470.0,0.777,4.509,14.477,0,K04835.01,10034146
0.60818508,0.909,144.7,96.03,6637.9,2298.0,5981.0,1.043,4.372,14.538,0,K04836.01,4175105
1.65320144,1.525,132.1,0.74,296.8,1059.0,4544.0,0.661,4.609,15.762,0,K04909.01,2437897
3.37487541,3.085,53.8,0.75,649.96,1287.0,6181.0,1.006,4.464,13.858,0,K04910.01,9307966
0.962825082,2.8464,118.1,5.18,26811.24,3265.0,4898.0,4.928,3.212,12.173,0,K03223.01,5556726
309.494217,13.716,292.0,2.79,6.01,399.0,6908.0,1.614,4.085,12.512,0,K04911.01,2554853
24.2382519,2.703,465.5,2.19,29.92,597.0,5763.0,0.904,4.527,15.752,0,K03300.01,7889486
24.2416103,5.137,323.4,1.61,29.92,596.0,5763.0,0.904,4.527,15.752,0,K03300.02,7889486
69.3788597,3.807,530.4,2.07,7.4,421.0,5806.0,0.874,4.529,14.854,0,K03302.01,8233802
29.3493852,4.313,659.2,2.02,9.81,451.0,4987.0,0.722,4.613,15.689,1,K03303.01,7510820
449.57274,9.328,221.4,3.08,2.89,333.0,5691.0,2.079,3.842,13.679,0,K04769.01,6116035
245.059374,9.549,165.0,1.63,3.81,356.0,6036.0,1.265,4.127,12.854,0,K04770.01,8958359
11.49500229,7.602,51.4,1.53,351.79,1105.0,6033.0,1.788,3.985,12.014,1,K03214.01,7983117
0.708726708,0.753,313.6,0.92,684.35,1302.0,4607.0,0.515,4.733,15.986,0,K04841.01,5480884
283.72675,15.49,84.6,1.18,3.2,341.0,6496.0,1.257,4.301,12.768,0,K04842.01,12506417
373.60683,8.752,534.8,2.5,1.28,271.0,6184.0,1.038,4.448,15.256,0,K04843.01,10187563
4.29388808,3.618,110.6,1.68,1302.16,1532.0,6615.0,1.574,4.173,12.209,0,K03226.01,5544450
13.5437884,5.7076,6608.7,32.21,44.22,658.0,5463.0,0.794,4.582,15.023,0,K03304.01,9307105
65.6491001,7.298,983.9,2.52,5.48,390.0,5436.0,0.819,4.573,15.858,1,K03305.01,6880517
25.1593389,5.198,358.1,1.76,34.7,619.0,5973.0,0.935,4.506,15.759,1,K03306.01,6615511
31.7787564,8.093,262.0,1.5,23.96,564.0,5638.0,0.928,4.391,14.159,1,K03308.01,3632089
1.332568744,3.755,24.1,0.58,3346.25,1941.0,6620.0,1.081,4.411,11.834,0,K03205.01,9959494
9.0194714,5.92,191.6,1.07,91.74,789.0,5775.0,0.768,4.59,15.514,1,K04772.02,8397947
0.814278961,2.087,72.0,0.76,2284.94,1762.0,5537.0,0.886,4.539,15.367,0,K04845.01,11456405
2.1890751,2.365,94.8,0.87,906.2,1399.0,6077.0,0.891,4.526,14.92,0,K04847.01,4544684
2.42649862,2.014,29.2,0.75,1705.27,1638.0,6033.0,1.316,4.176,12.222,0,K03227.01,8975368
8.80854183,34.7564,174.7,2.69,236.05,1000.0,6017.0,1.21,4.3,12.239,0,K03230.01,9291039
219.74735,22.48,190.4,3.24,7.82,427.0,5127.0,2.38,3.602,12.821,0,K07719.01,5168498
19.7639874,12.319,51.3,1.19,155.45,900.0,6195.0,1.617,4.072,12.25,0,K03231.01,10489539
6.05919881,1.365,154.2,1.21,214.55,976.0,5734.0,0.962,4.462,12.253,1,K03232.01,9569711
7.5143967,4.865,36.3,0.96,488.52,1199.0,6206.0,1.573,4.159,11.684,1,K00279.03,12314973
33.1981761,4.709,336.7,3.21,49.9,678.0,5570.0,1.548,4.066,15.035,1,K01196.03,3348082
5.32784157,4.696,87.2,0.86,259.32,1023.0,5638.0,0.928,4.391,14.159,1,K03308.02,3632089
31.827649,1.639,520.0,4.98,47.21,668.0,4774.0,1.954,3.838,14.41,1,K03311.01,12735830
0.824000125,0.855,183.1,0.42,73.09,746.0,3396.0,0.28,4.991,15.896,1,K04777.01,6592335
0.772152075,1.78,43.6,4.44,18277.6,2966.0,5951.0,2.08,3.787,13.308,0,K04778.01,5651829
1.08469871,4.077,124.0,1.11,2247.25,1757.0,5942.0,0.938,4.506,15.824,0,K04779.01,9094763
5.660274452,0.9077,414.1,11.02,192.77,950.0,5615.0,0.842,4.478,12.049,0,K03216.01,10338279
1.23512429,4.22,15.2,0.38,1722.78,1642.0,5798.0,0.941,4.507,11.438,0,K04851.01,4851239
1.381257093,1.125,92.3,1.1,2110.47,1728.0,5861.0,1.131,4.385,14.943,0,K07713.01,5009688
2.41810158,2.144,46.8,0.85,1555.96,1602.0,6258.0,1.239,4.307,12.278,1,K03234.01,10057494
33.4203001,5.307,436.6,2.46,27.02,581.0,5731.0,1.066,4.372,12.325,1,K03237.01,6587796
58.3437362,22.482,1266.8,93.55,87.03,779.0,5896.0,3.006,3.65,12.33,0,K03238.01,9489953
1.070982122,1.255,43.4,0.98,4811.39,2122.0,5717.0,1.433,4.109,12.334,0,K03239.01,5305240
23.81578356,3.7591,4856.7,8.4,23.2,560.0,5561.0,0.818,4.572,16.029,0,K03314.01,9838060
31.1748311,3.79,200.2,1.31,27.62,585.0,6086.0,0.921,4.511,13.926,1,K03315.01,8554701
0.474811162,1.169,205.2,1.28,5603.32,2206.0,5799.0,0.878,4.539,15.733,0,K07726.01,5389632
47.0568476,5.2232,1531.2,2.84,6.72,411.0,5288.0,0.74,4.613,15.549,1,K03316.01,9031209
367.73299,10.158,503.9,2.1,1.19,266.0,6225.0,0.931,4.481,14.892,0,K04781.01,5951416
0.743495989,2.255,172.8,11.82,1612.65,1617.0,5345.0,0.686,4.639,15.222,0,K04783.01,4645833
1.405887031,1.184,216.0,0.95,329.99,1086.0,4440.0,0.653,4.618,15.643,0,K04784.01,8940918
1.45728997,3.582,71.3,0.93,1818.19,1665.0,6063.0,1.012,4.476,14.561,0,K04855.01,9827596
1.245331397,2.566,38.1,1.61,12115.45,2678.0,6106.0,2.477,3.781,12.341,0,K03240.01,6206559
1.52593737,1.958,159.1,1.39,1963.41,1697.0,6184.0,1.038,4.448,14.943,0,K07714.01,5024429
8.21429932,3.099,70.7,1.66,701.11,1312.0,6277.0,1.869,3.951,12.344,0,K03241.01,9532117
1.54945486,6.698,21.8,1.34,19304.93,3006.0,7382.0,2.804,3.838,12.374,0,K03242.01,6928906
8.42943991,2.441,89.1,1.19,265.39,1029.0,6353.0,1.132,4.375,12.385,0,K03243.01,9821151
10.60052083,4.509,60.9,1.09,224.28,987.0,6035.0,1.303,4.212,12.405,1,K03245.01,8073705
21.8634638,3.542,871.0,2.37,21.77,551.0,5383.0,0.789,4.587,15.965,1,K03324.01,4271474
86.4392931,6.534,1175.1,35.31,8.99,442.0,6208.0,1.024,4.454,14.329,0,K03325.01,5130983
63.3354719,3.651,983.0,1.18,0.39,202.0,3526.0,0.383,4.866,15.921,1,K01422.04,11497958
14.77820911,5.395,10774.0,44.48,101.07,809.0,6258.0,1.046,4.442,15.696,0,K03326.01,11093538
15.60862948,6.6957,34356.0,39.42,41.71,648.0,5569.0,0.829,4.566,15.466,0,K03327.01,11044779
389.14115,7.93,347.4,1.67,0.92,250.0,6043.0,0.894,4.505,14.534,0,K04785.01,6438379
365.78863,12.76,885.0,2.21,0.5,215.0,5407.0,0.752,4.585,15.964,0,K04786.01,9145415
2.4826619,2.115,37.0,0.8,1627.36,1619.0,6356.0,1.225,4.292,13.505,0,K04787.01,4545926
2.17811908,1.468,74.0,0.8,938.51,1412.0,6039.0,0.921,4.505,14.555,0,K04788.01,9396760
1.11205787,1.459,118.7,1.02,2484.64,1799.0,6098.0,0.932,4.488,14.935,0,K04789.01,5119619
224.447413,4.986,651.0,2.05,1.08,260.0,5489.0,0.798,4.574,15.618,0,K04858.01,9582496
21.8660922,2.03,301.6,1.88,67.15,730.0,6309.0,1.077,4.402,15.019,0,K04860.01,3343281
5.09506,5.73,23.6,2.14,6030.14,2247.0,6700.0,4.146,3.48,12.062,0,K03217.01,2573108
0.689967868,1.1688,122.9,0.78,1336.82,1539.0,4872.0,0.726,4.615,12.411,1,K03246.01,9885417
1.89132292,5.607,16.0,0.9,14532.55,2799.0,8482.0,2.106,4.089,12.417,0,K03247.01,3336476
0.918420801,3.533,56.7,1.14,7502.5,2374.0,6210.0,1.434,4.166,12.434,0,K03249.01,9083564
0.573709256,1.4932,131.2,7.05,90258.45,4415.0,5261.0,5.769,3.13,12.436,0,K03250.01,7335713
13.8353959,4.961,818.0,3.78,101.05,809.0,6020.0,1.057,4.403,15.842,1,K03318.01,8331612
46.9434911,1.368,100.7,1.57,47.27,669.0,6253.0,1.55,4.102,13.098,0,K07720.01,5185765
19.5906103,6.745,297.0,2.64,106.48,819.0,5794.0,1.496,4.118,15.024,1,K03319.01,5965819
8.23983041,5.619,251.0,2.35,338.17,1093.0,5794.0,1.496,4.118,15.024,1,K03319.02,5965819
427.65334,11.17,157.1,1.97,1.53,284.0,5325.0,1.565,4.004,13.776,0,K04791.01,11294883
412.041857,5.572,1959.0,3.77,0.52,217.0,5485.0,0.867,4.556,15.403,0,K00806.05,3832474
0.9628348,2.259,92.8,0.81,1734.83,1648.0,5559.0,0.838,4.554,15.466,0,K04863.01,5471566
1.57017249,2.257,158.4,0.82,543.06,1232.0,5300.0,0.66,4.66,15.981,0,K04865.01,5814013
0.566798364,3.172,38.6,0.66,6280.34,2272.0,5864.0,1.04,4.411,14.895,0,K04866.01,7117355
3.22452656,5.156,57.5,24.48,134353.84,4883.0,3857.0,34.674,1.338,12.474,0,K03252.01,5653072
1.89127438,4.491,32.3,2.03,29488.85,3342.0,7919.0,3.46,3.663,12.481,0,K03253.01,2707985
1.33256944,3.89,20.6,0.46,1636.72,1624.0,5655.0,0.998,4.431,12.496,0,K03254.01,9899141
66.6504521,5.744,536.9,1.56,2.14,308.0,4550.0,0.679,4.627,14.352,1,K03255.01,8183288
55.7002642,4.285,332.7,1.18,2.14,309.0,4267.0,0.67,4.608,14.807,0,K03256.01,11305996
3.54553077,4.143,119.2,1.62,1039.47,1448.0,5794.0,1.496,4.118,15.024,1,K03319.03,5965819
10.882416555,5.4674,16630.0,29.69,37.81,632.0,4946.0,0.715,4.57,14.874,0,K03321.01,6859801
25.19830439,5.1942,73834.0,46.14,31.54,604.0,5955.0,0.883,4.534,15.94,0,K03322.01,7767733
0.50727675,2.32,214.7,1.7,8524.12,2449.0,5970.0,1.143,4.399,13.639,0,K07721.01,5201593
1.316398648,1.169,182.5,1.09,842.93,1374.0,5088.0,0.806,4.508,15.797,0,K04795.01,9007609
419.4596,13.53,131.8,2.1,2.0,303.0,5248.0,1.869,3.886,13.846,0,K04796.01,11038580
14.2005007,5.232,80.6,13.28,119.41,843.0,6332.0,1.065,4.406,13.594,0,K04867.01,9509223
1.318347743,0.871,113.2,1.23,2827.4,1861.0,6143.0,1.121,4.351,14.942,0,K04868.01,6720773
5.5834987,2.484,87.4,1.41,711.41,1317.0,6517.0,1.375,4.241,13.663,0,K04869.01,8056651
1.12401084,3.052,43.6,0.61,2058.79,1719.0,5941.0,0.911,4.519,14.665,0,K04870.01,4665991
1.21374652,3.371,28.9,0.59,2945.61,1880.0,6238.0,1.049,4.407,12.107,0,K03218.01,10191036
5.24970432,2.746,61.9,0.67,195.3,954.0,5528.0,0.853,4.499,13.404,1,K01151.03,8280511
45.4333769,6.351,905.8,2.23,2.34,315.0,4371.0,0.559,4.712,15.773,0,K03257.01,10420301
56.6746666,5.516,883.1,4.01,17.59,522.0,5541.0,1.295,4.189,14.682,1,K03260.01,12156174
63.9005941,8.2789,17097.0,25.91,3.68,353.0,5204.0,0.634,4.63,15.426,0,K03328.01,4634135
16.2951259,3.678,197.9,1.15,25.59,574.0,4915.0,0.812,4.512,15.061,1,K03330.01,4736644
18.173045009,10.9113,69911.0,24.39,42.19,650.0,5799.0,0.86,4.548,15.927,0,K03331.01,5876805
14.12678065,5.9303,7647.4,31.13,47.56,670.0,5656.0,0.784,4.583,15.91,0,K03332.01,5818068
358.56462,11.64,170.2,0.99,0.55,219.0,5375.0,0.752,4.531,13.542,0,K04798.01,10139390
1.337561836,1.575,41.0,1.11,6870.94,2322.0,6406.0,1.715,4.056,14.217,0,K07722.01,5273713
2.23755641,2.089,101.1,0.93,897.8,1397.0,6026.0,0.924,4.505,15.578,0,K04800.01,3526331
1.035268597,0.5663,112.2,1.34,4922.79,2136.0,6332.0,1.205,4.311,13.866,0,K04872.01,11496490
359.3259,9.836,246.2,3.6,6.69,410.0,6570.0,2.27,3.902,13.274,0,K04873.01,1430305
0.566805268,3.721,35.7,0.65,9052.02,2492.0,6403.0,1.086,4.418,15.061,0,K04874.01,7117549
12.27057043,3.002,295.5,1.67,102.25,811.0,6075.0,0.969,4.486,14.411,1,K03261.01,12055539
13.2274753,6.356,229.8,1.94,133.34,867.0,6269.0,1.155,4.405,15.05,1,K03262.01,12056139
0.559517155,0.596,57.9,1.04,13839.66,2762.0,6462.0,1.309,4.266,13.741,0,K07707.01,4774646
29.47316279,6.4327,12568.0,48.98,24.07,565.0,5838.0,0.897,4.529,15.957,0,K03265.01,10030778
0.580725004,2.071,105.2,0.85,3355.68,1939.0,5471.0,0.841,4.53,15.236,0,K04732.01,7870282
1.94468659,18.22,455.5,69.59,29219.04,3334.0,7894.0,3.521,3.644,11.708,0,K03200.01,11153259
7.28116667,2.716,333.8,1.4,72.16,744.0,5008.0,0.788,4.572,15.993,1,K04733.01,9021075
383.10017,8.8,579.4,2.18,0.9,248.0,6011.0,0.902,4.522,15.339,0,K04734.01,5783938
0.605556082,1.2399,101.7,0.86,4796.94,2120.0,6123.0,0.846,4.556,14.99,0,K04802.01,3445812
4.36125889,2.174,189.2,1.2,236.01,1000.0,5520.0,0.873,4.544,14.951,1,K04803.01,4473613
1.19087362,1.785,67.5,0.73,1165.78,1489.0,5158.0,0.888,4.464,15.28,0,K04805.01,8960918
1.06484622,3.287,42.4,0.72,4059.63,2034.0,6445.0,1.087,4.417,14.772,0,K04806.01,4647662
0.969824139,0.783,23.1,0.49,2709.67,1839.0,5780.0,1.0,4.438,11.563,0,K04807.01,9822284
190.60563,14.33,153.6,1.6,5.25,386.0,6200.0,1.287,4.214,13.431,0,K04876.01,8940700
8.480305,6.19,304.2,1.33,45.21,661.0,4895.0,0.696,4.631,15.866,0,K04879.01,9850966
410.11676,13.97,216.9,1.41,0.81,242.0,5587.0,0.965,4.372,13.736,0,K04880.01,8747009
54.5091549,5.125,622.2,1.94,2.13,308.0,4406.0,0.603,4.67,15.498,1,K03266.01,8826007
14.1959621,3.605,196.2,1.66,105.7,818.0,6214.0,1.076,4.442,14.706,1,K03267.01,8620402
11.52482874,1.724,577.6,22.56,77.15,756.0,5592.0,0.892,4.472,15.595,0,K03268.01,8379021
46.84008579,3.8198,6287.9,428.62,22.0,552.0,6006.0,1.055,4.33,15.314,0,K03269.01,8104030
0.992798625,3.5065,582.5,29.26,3519.47,1967.0,6055.0,1.098,4.407,15.04,0,K04736.01,5282477
186.72243,13.35,326.4,1.84,2.77,329.0,6040.0,0.999,4.469,15.085,0,K04738.01,6681546
118.4039,5.593,426.0,3.46,16.83,517.0,6486.0,1.64,4.091,11.426,0,K04739.01,6421137
182.281992,8.828,509.3,1.67,1.46,280.0,5503.0,0.742,4.536,15.405,0,K04740.01,9893278
10.0102876,5.33,127.1,0.69,17.56,522.0,4214.0,0.601,4.65,15.761,0,K04809.01,4548162
1.366964704,2.3181,59.7,0.79,1705.64,1640.0,5780.0,1.0,4.438,11.948,0,K03211.01,7293937
0.77957913,2.457,70.4,0.71,2585.39,1819.0,5699.0,0.853,4.553,15.703,0,K04812.01,8043721
0.544561598,1.6053,35.2,44.9,4601339.96,11804.0,3715.0,80.529,0.851,12.122,0,K03219.01,7985733
17.4453133,5.14,327.7,5.38,305.55,1066.0,4927.0,3.04,3.417,15.807,0,K04882.01,6522824
1.97515457,2.633,66.1,0.92,1207.0,1504.0,5571.0,1.145,4.31,14.878,0,K04884.01,4750341
21.993112,8.616,1015.7,23.21,17.75,523.0,5205.0,0.747,4.604,15.249,0,K03270.01,6612327
19.5489666,1.78,523.8,1.89,26.62,579.0,5549.0,0.732,4.6,15.717,1,K03271.01,7285757
27.6853358,4.661,1660.7,3.11,10.67,461.0,5216.0,0.639,4.673,15.329,0,K03273.01,5211922
35.6225528,4.845,651.1,2.24,17.67,523.0,5799.0,0.878,4.539,15.332,1,K03274.01,5280587
7.1403113,5.891,112.1,1.18,272.78,1036.0,6354.0,1.016,4.454,14.738,0,K04741.01,8129005
2.69487041,2.553,62.1,0.97,1020.03,1440.0,5823.0,1.187,4.283,14.464,0,K07709.01,4840156
112.303136,5.869,502.1,1.3,0.79,241.0,4401.0,0.595,4.677,14.976,1,K04742.01,4138008
49.5387264,2.238,740.6,20.52,8.52,436.0,5683.0,0.747,4.605,14.94,0,K04743.01,6468904
3.39155966,3.87,28.4,0.49,462.47,1183.0,5896.0,0.914,4.516,13.773,0,K04744.01,5709906
1.33254897,3.083,591.7,32.84,111977.04,4664.0,4894.0,13.777,2.445,16.072,0,K04814.01,9777556
18.2260472,3.664,361.1,1.85,41.67,648.0,5440.0,0.98,4.444,15.418,0,K04816.01,10753922
0.630539713,1.7407,239.6,21.07,3333.18,1936.0,5458.0,0.894,4.482,15.476,0,K04817.01,5980061
1.018347376,4.386,47.8,1.92,15153.38,2832.0,5858.0,2.638,3.729,12.905,0,K04887.01,4059887
0.659299289,0.6908,1118.5,30.54,3623.47,1979.0,5791.0,0.852,4.524,14.499,0,K04888.01,8288741
37.32483952,6.9676,4989.2,30.32,10.67,461.0,5306.0,0.79,4.55,14.727,0,K03275.01,5303346
25.951984,20.585,2340.2,36.8,36.39,626.0,5889.0,1.046,4.46,15.112,0,K03276.01,3858879
42.9136635,5.227,160.6,3.19,101.56,810.0,6049.0,2.483,3.8,13.062,1,K03277.01,3120904
88.1804682,5.033,1138.6,2.78,3.94,359.0,5497.0,0.839,4.57,14.71,0,K03278.01,3342467
177.668663,9.298,901.4,2.32,0.7,233.0,4721.0,0.701,4.615,15.891,1,K04745.01,11757451
0.98041685,0.919,105.7,0.75,880.5,1388.0,4861.0,0.722,4.572,14.484,0,K04746.01,2711597
92.263742,8.605,296.9,2.22,11.42,469.0,6084.0,1.283,4.287,15.015,1,K04747.01,8047428
6.64754478,1.961,289.3,1.72,235.89,999.0,6046.0,1.007,4.478,15.724,1,K04748.01,11513486
1.23517588,5.476,232.9,1.59,1955.7,1697.0,5780.0,1.0,4.438,11.908,0,K07710.01,4851283
0.416995408,0.8928,112.6,0.84,8299.79,2433.0,6150.0,0.781,4.498,14.964,0,K04819.01,5024138
256.52387,9.07,126.1,1.33,3.1,338.0,6348.0,1.18,4.323,13.585,0,K04821.01,9086001
3.0001191,6.61,7.7,0.73,10247.93,2566.0,8431.0,2.485,3.97,11.96,0,K03212.01,4927734
81.4160138,14.175,762.3,4.63,17.53,522.0,6352.0,1.401,4.267,12.146,1,K03220.01,11189311
8.5900471,3.463,137.0,0.8,49.76,677.0,4914.0,0.707,4.575,14.832,0,K04894.01,10031918
357.82544,9.12,152.5,1.7,2.08,306.0,6131.0,1.312,4.248,12.117,0,K07723.01,5276332
30.8278245,4.214,641.3,2.42,27.66,585.0,5982.0,0.96,4.493,15.765,1,K03279.01,3544640
47.1607932,4.003,723.2,2.58,15.07,503.0,5936.0,0.965,4.501,15.57,1,K03280.01,10653179
49.2768448,3.787,1132.9,1.75,1.28,271.0,3899.0,0.529,4.713,15.855,1,K03282.01,12066569
35.2330694,3.674,352.8,0.97,1.62,288.0,3749.0,0.524,4.743,14.467,1,K03284.01,6497146
45.3965379,3.826,1001.6,1.97,2.66,326.0,4266.0,0.643,4.626,15.984,0,K03285.01,8625813
508.807642,4.495,2127.0,39.59,29.54,595.0,4893.0,8.811,2.454,15.635,0,K07698.01,4651399
362.69427,9.7,439.9,3.54,2.32,315.0,5288.0,1.719,3.898,14.73,0,K04751.01,9953575
370.35639,12.75,732.2,2.82,1.21,268.0,6117.0,1.025,4.457,15.189,0,K04752.01,7887890
0.729724346,2.699,23.0,0.51,5081.58,2151.0,6084.0,1.03,4.426,12.546,0,K04753.01,4544628
0.821472455,2.433,127.1,0.92,1395.92,1559.0,4889.0,0.836,4.503,15.758,0,K04824.01,7052511
1.29019586,3.741,86.5,0.78,1293.44,1530.0,5693.0,0.842,4.558,15.274,0,K04825.01,4764774
8.48032079,5.791,170.7,0.95,78.45,759.0,5415.0,0.728,4.556,14.879,0,K04897.01,9910828
227.6258,9.47,131.0,1.79,5.7,394.0,6240.0,1.549,4.103,13.607,0,K04899.01,11867608
18.1373788,3.844,310.8,1.41,8.31,433.0,4257.0,0.602,4.648,15.464,1,K03286.01,8016691
51.1104797,7.712,330.0,1.6,12.38,478.0,5968.0,0.881,4.534,14.06,1,K03287.01,6584273
47.9869119,5.342,859.3,3.35,14.01,493.0,5641.0,0.981,4.408,14.19,1,K03288.01,5768816
359.047933,16.637,5622.7,7.76,1.08,260.0,5609.0,1.048,4.346,14.215,0,K01192.02,3644071
29.8042694,3.107,1046.5,24.73,15.34,505.0,5223.0,0.827,4.488,15.945,0,K03289.01,5360974
1.003049079,7.9657,219270.0,42.5,2049.63,1714.0,5775.0,0.844,4.518,15.097,0,K07699.01,4670267
0.933157032,2.614,87.8,7.29,5565.35,2202.0,6499.0,1.169,4.378,15.013,0,K04757.01,7435780
37.1083458,4.112,366.5,1.71,13.84,492.0,5591.0,0.86,4.559,15.948,0,K04758.01,8938937
1.02104719,6.39,246.1,13.68,4852.49,2129.0,6444.0,1.2,4.376,15.367,0,K04828.01,10556180
12.083457,3.536,312.5,2.09,178.53,932.0,6422.0,1.175,4.364,14.12,0,K04829.02,12401132
401.5907,14.77,115.0,1.01,1.02,256.0,6170.0,0.939,4.482,13.376,0,K04830.01,8308070
53.912783631,44.0504,216.7,4.25,55.85,697.0,6085.0,2.02,3.917,12.147,0,K03221.01,6956136
1.23142395,2.186,19.6,0.77,6786.33,2317.0,6011.0,1.73,3.971,12.976,0,K04901.01,10661917
386.828262,5.045,1024.9,6.54,3.15,340.0,6384.0,1.615,4.107,13.637,0,K04903.01,7799701
15.8733803,7.4672,4094.1,8.15,111.99,830.0,6161.0,1.054,4.276,13.91,0,K03291.01,6233483
42.3991752,7.251,484.0,3.23,26.75,580.0,6133.0,1.121,4.37,13.383,0,K03292.01,5392871
25.95198823,14.602,5103.3,39.94,50.51,680.0,6363.0,1.035,4.444,15.766,0,K03293.01,3858851
25.9522401,20.813,2896.9,42.91,25.35,572.0,5659.0,0.904,4.528,14.691,0,K03294.01,3858917
14.12809896,2.326,263.1,1.6,87.8,781.0,6072.0,0.988,4.47,14.284,0,K03295.01,4466356
13.6917833,4.198,145.4,1.12,83.37,770.0,5906.0,0.931,4.433,14.565,0,K04760.01,9474232
25.95633,26.34,158.2,9.75,34.42,618.0,6139.0,0.881,4.53,14.876,0,K04761.01,3859151
0.572937573,2.576,80.8,1.57,27058.33,3271.0,7338.0,1.593,4.225,11.825,0,K03204.01,11456279
14.15849823,46.356,347.3,90.09,3145.0,1910.0,8753.0,3.746,3.668,11.98,0,K03213.01,5398002
207.471349,7.469,229.2,1.57,2.37,316.0,5731.0,1.033,4.359,13.749,0,K04831.01,6680911
12.3748247,90.01,390.9,81.01,583.24,1253.0,5165.0,3.598,3.491,13.455,0,K04832.01,10356124
14.541781166,9.1151,143640.0,2722.92,114.56,834.0,5997.0,1.148,4.304,16.709,0,K03501.01,6286161
12.4261177,28.5357,1230.4,3.8,64.95,724.0,5713.0,0.851,4.554,15.99,0,K03502.01,5385471
21.1876185,3.69,71.7,0.79,49.23,676.0,6355.0,0.849,4.547,13.827,1,K03503.01,6368175
12.42560404,23.9402,458.9,2.52,68.44,733.0,5713.0,0.893,4.541,15.717,0,K03504.01,5471158
30.9604688,14.992,460.9,89.18,303.13,1064.0,5367.0,3.558,3.216,13.405,0,K03505.01,4847843
1.041619932,8.1218,1840.5,30.94,2828.16,1858.0,5838.0,0.991,4.374,13.606,0,K07717.01,5120225
2.544594443,3.21373,348780.0,109.72,1582.68,1608.0,5503.0,1.616,4.033,16.319,0,K03588.01,9656543
56.40651043,18.4332,102290.0,21.93,3.87,358.0,5011.0,0.647,4.617,15.681,0,K03589.01,10751515
7.964400574,4.4761,190900.0,61.54,38.09,633.0,4478.0,0.715,4.578,16.2,0,K03590.01,3348093
6.399101307,4.7439,83326.0,51.77,279.38,1042.0,6233.0,0.988,4.472,14.798,0,K03591.01,6182846
34.9168399,7.343,500.0,2.39,31.13,602.0,6194.0,1.069,4.445,15.674,1,K01873.02,4939346
0.56678228,4.725,146.8,0.88,1814.33,1661.0,4796.0,0.749,4.56,15.53,0,K07778.01,6442602
8.480303653,7.48907,81428.0,22.25,79.65,762.0,5385.0,0.787,4.565,13.183,0,K03592.01,9851126
22.1270885,4.472,418.2,3.94,63.98,721.0,5312.0,1.445,4.103,14.523,1,K03365.01,11455428
10.6784787,2.307,201.0,1.12,60.7,712.0,5459.0,0.797,4.583,15.246,0,K03366.01,10484409
42.559265547,3.36626,207990.0,51.86,13.28,487.0,5764.0,0.863,4.548,15.831,0,K03369.01,5796185
24.2157996,4.359,322.2,1.58,29.84,596.0,5659.0,0.885,4.473,15.259,0,K03435.01,3945802
