period,duration,depth,radius,insol,teq,teff,srad,logg,mag,label,planetTd,StarID
2.7033942,2.927,10340.0,16.72,1704.57,1790.0,6518.0,1.61,4.15,9.43351,1,1766.01,67666096
4.3532339,3.869,10270.0,16.2509,617.309,1388.0,5914.0,1.59,4.07,9.98111,1,1767.01,8767448
7.3377236,4.243,795.0,3.2807,998.435,1566.0,5994.0,1.1,4.4,9.91008,1,1768.01,137906197
2.8531016,1.142,1395.0,2.02068,23.0419,610.0,3703.0,0.52,4.76229,9.49275,1,177.01,262530407
1.0924536,1.2245785,874.580104,6.5935026,5898.9818226,2235.1877779,6273.0,1.4487799,4.2,9.22437,0,1770.01,457138169
3.2122302,2.653,14429.0,13.0356,325.569,1183.0,5357.7,1.04,4.37,9.007,1,1771.01,252479260
8.0542207,3.0287161,706.8165307,2.8337706,140.2332705,877.6725493,5583.1,0.995254,4.44,9.3523,1,1772.01,85293053
0.7365463,1.5732208,384.6733121,2.0231121,2657.8322415,1831.2668801,5250.0,0.963515,4.42,5.2058,1,1773.01,332064670
16.7100422,5.4004652,615.2873631,2.7396616,73.7609475,747.4400609,5853.7,1.09271,4.38636,7.6474,1,1774.01,4897275
10.2405483,3.538,9950.0,8.69623,55.4426,760.0,5251.0,0.84,4.54337,10.9184,1,1775.01,9348006
2.8009915,1.4985399,204.8553325,1.4033915,560.3349224,1240.8853925,5723.87,0.945408,4.49543,7.6586,1,1776.01,21535395
14.6503935,2.08,330.0,1.81908,18.7938,580.0,5859.45,0.98,4.4776,8.737001,1,1777.01,29191624
6.5273884,3.1190657,415.430891,2.8972637,413.1007903,1149.830319,6023.0,1.32944,4.23995,8.4594,1,1778.01,39699648
1.8817191,1.236,99270.0,10.9698,22.5072,606.0,3138.0,0.31,4.91873,12.4368,1,1779.01,67646988
6.5578513,2.08,1596.0,2.54474,24.9125,622.0,4111.0,0.66,4.55528,10.42,1,178.01,251848941
20.708504,2.236524,1657.067907,3.751004,19.4977725,535.9397866,4111.0,0.701202,4.55528,10.42,1,178.02,251848941
9.9616347,2.4648052,1084.4327062,2.2807327,21.8201851,551.2319188,4111.0,0.660806,4.55528,10.42,1,178.03,251848941
3.2384253,1.9941055,532.7580623,1.5148369,97.6159379,801.6779386,4111.0,0.660806,4.55528,10.42,1,178.04,251848941
15.2321843,2.5318138,1228.5332287,2.6196767,0.6070922,225.1300261,4111.0,0.660806,4.55528,10.42,1,178.05,251848941
1.7063264,1.359,10980.0,10.1999,235.772,1091.0,4974.0,0.9,4.44059,12.212,1,1780.01,99834717
2.9720774,4.41,6440.0,15.6498,1939.51,1848.0,6101.12,1.95,3.92024,12.5119,1,1781.01,137881699
4.9877056,2.2769107,1192.3398198,2.4703077,56.0452278,697.8376698,4336.0,0.668693,4.62012,11.3069,1,1782.01,160045097
1.8290294,1.6679098,704.8493933,2.1268375,213.5233995,974.9472494,4336.0,0.668693,4.62012,11.3069,1,1782.02,160045097
9.573548,2.036,2788.0,15.6118,275.837,1135.0,6505.0,1.83,4.04,9.5173,0,1786.01,86280613
5.34326,1.426,6980.0,10.4171,52.9343,751.0,5776.0,1.26,4.25,10.1883,0,1788.01,450327768
3.2087149,1.639,1960.0,12.3921,455.479,1287.0,5971.4,2.26,3.77,9.1824,1,1789.01,172518755
4.1374379,1.8454937,1125.5354645,2.6757659,168.3361754,918.6796864,5058.0,0.802633,4.51761,8.1796,1,179.01,207141131
9.62517,3.725,540.0,2.03371,170.739,1007.0,6149.0,0.93,4.57,10.2728,0,1790.01,310981412
48.4808217,8.081,110.0,2.36501,36.5063,684.0,6153.0,2.47,3.72,9.05769,0,1791.01,233684293
55.087,5.709,2509.0,4.36639,16.5899,562.0,5175.0,0.87,4.51,7.8436,1,1793.01,304142124
8.7655468,4.0264463,572.6986983,3.3302665,228.9130329,992.0587214,5707.0,1.29921,4.21803,9.69924,1,1794.01,286916251
2.7917911,1.4664254,1018.9771433,6.0002066,1003.8358436,1435.6065273,6071.0,1.16271,4.36,10.0721,0,1795.01,135083444
2.6438856,0.9689289,6404.7051471,3.812114,29.4322068,594.0533593,3456.0,0.425432,4.8,8.40346,1,1796.01,138819293
3.6451549,2.055,780.0,2.99324,283.719,1143.0,5922.0,1.05,4.43,8.6259,1,1797.01,368435330
1.0376109,1.588,210.0,1.53671,2287.71,1926.0,5922.0,1.05,4.43,8.6259,1,1797.02,368435330
8.0214735,3.2087652,882.3089291,2.3381058,69.7589934,737.0887807,5165.2,0.784618,4.59,10.5191,1,1798.01,198153540
0.4378083,1.1404291,290.8856184,1.374002,3369.4605233,1943.1657306,5165.2,0.784618,4.59,10.5191,1,1798.02,198153540
7.093853,2.5107626,284.2381135,1.6277147,163.4661355,911.9619079,5690.0,0.956941,4.48062,8.3662,1,1799.01,8967242
4.1244833,3.567,9590.0,12.4249,459.542,1289.0,5634.0,1.26,4.24009,11.1065,1,1800.01,17993892
10.6439385,2.713,1240.0,1.98891,10.7276,504.0,3815.0,0.55,4.69775,9.85623,1,1801.01,119584412
15.1512051,2.3438166,4955.304292,2.8411799,2.1462129,308.7009384,3272.0,0.401575,4.82521,12.6196,1,1806.01,166648874
0.54937,0.883,370.0,1.53904,1407.22,1706.0,4612.99,0.74,4.56172,9.0363,1,1807.01,180695581
2.1075001,1.9093483,4256.1743008,11.7706128,3058.1088297,1896.6316071,6351.66,1.59204,4.13453,11.6735,0,1808.01,307734817
4.6170519,3.555,12210.0,12.4681,447.82,1281.0,5797.0,1.11,4.36164,11.5384,1,1809.01,347329162
4.5320502,2.3754425,7874.5852788,7.0590799,123.9023995,850.9218562,4983.0,0.805573,4.61445,10.4654,1,181.01,76923707
1.3273482,2.083,18850.0,15.4709,1378.13,1697.0,5555.05,1.07,4.36832,11.6281,1,1810.01,373693175
3.7130701,1.654,19610.0,11.7215,55.9743,762.0,4719.0,0.81,4.49738,11.1237,1,1811.01,376524552
0.798,0.679,190.0,2.95586,898.537,1525.0,6194.2,1.84,4.0,9.91892,0,1813.01,377290815
2.555332,5.14,6550.0,20.5128,4328.46,2259.0,6454.0,2.48,3.77,10.8946,0,1815.01,233720539
3.09374,2.451,150.0,1.72207,936.396,1541.0,6610.0,1.47,4.24,8.98018,0,1819.01,341815767
4.860673,2.632,6140.0,11.4272,292.245,1151.0,5778.2,1.4,4.16,10.5268,1,1820.01,393831507
9.4893231,2.757,940.0,2.4304,41.924,708.0,5120.0,0.77,4.6,6.9859,1,1821.01,82308728
38.8135498,5.944,9593.0,8.20695,9.29717,486.0,4760.0,0.82,4.49,9.7722,1,1823.01,142381532
22.8085719,3.847,977.0,2.45459,14.6287,544.0,5182.0,0.82,4.55,8.9754,1,1824.01,142387023
4.1419805,2.3809654,10130.9411804,12.9812632,462.8529919,1182.988488,5418.3,1.15614,4.31,11.2086,1,1826.01,229400092
1.467119,1.0069313,1550.632368,1.3241394,39.492214,639.3631768,3297.0,0.331472,4.89,8.8223,1,1827.01,390651552
9.0941239,4.389,2570.0,8.09838,180.272,1020.0,5759.8,1.56,4.07,11.1315,1,1828.01,232982938
3.4307565,3.1443388,9664.2985634,29.7749124,4956.2460141,2139.9713716,6270.0,2.72192,3.61332,8.3291,0,183.01,183979262
9.7815625,3.736,20040.0,18.205,225.192,1079.0,6327.16,1.21,4.37297,7.0166,0,1830.01,20182165
3.6935997,4.466185,8580.4318905,17.0086591,1639.1071763,1622.8246189,6097.47,1.78076,3.99566,9.87229,1,1833.01,61098812
20.3807824,6.6590149,2371.5221505,8.2227994,153.5184581,897.7592727,6351.0,1.61988,4.12,9.29416,1,1836.01,207468071
1.7727505,1.519,243.0,2.73549,2981.98,2058.0,6351.0,1.62,4.12,9.29416,0,1836.02,207468071
2.1747062,2.846111,11173.1929564,14.231871,1622.2528254,1618.6367047,6046.76,1.2561899,4.28918,12.423,1,1838.01,162689341
4.8170684,3.1822663,23137.3629965,24.4342674,952.2769628,1416.8065929,6380.0,1.44956,4.24852,10.0433,0,184.01,300871545
7.8456075,5.892,7020.0,14.2866,718.188,1442.0,6266.0,1.65,4.08874,9.8469,1,1840.01,165987272
4.3011975,2.982,22050.0,15.3684,185.119,1027.0,5115.16,1.03,4.34437,12.4474,1,1841.01,168699373
9.5739531,4.172,3170.0,12.4956,354.639,1208.0,6115.0,2.05,3.87646,9.26733,1,1842.01,404505029
9.1469122,4.618497,8770.0961182,12.7002634,235.6892132,999.320223,5954.0,1.2752,4.26,12.6445,0,1843.01,258871793
3.2130578,2.169,22530.0,11.0975,118.075,918.0,4652.87,0.7,4.61265,11.7551,1,1844.01,198108326
3.9306746,1.4305142,1637.1984269,1.7902006,17.7418678,523.4432264,3512.0,0.411452,4.81618,11.8467,1,1846.01,198385543
35.4557945,3.867,9890.0,8.9807,9.24196,485.0,5076.0,0.83,4.53,11.6235,1,1847.01,54002556
5.4809161,5.031,2770.0,8.64837,856.944,1507.0,5923.0,1.62,4.05,10.5038,0,1848.01,219824469
0.9414525,2.05,11445.0,15.342,4266.74,2251.0,6400.0,1.35,4.36583,8.8287,1,185.01,100100827
1.2436239,1.211,1790.0,3.89334,435.33,1272.0,4968.8,0.84,4.5,11.3719,1,1853.01,73540072
1.3641482,0.952,7820.0,19.5876,852.162,1505.0,5347.0,1.08,4.33,10.6503,1,1855.01,81247740
197.0336254,7.338,11900.0,12.0713,1.65744,316.0,5616.4,1.0,4.44,10.9374,0,1856.01,224313733
63.4839358,5.457,5357.0,11.1495,23.786,615.0,6415.0,1.4,4.26,9.93689,1,1859.01,229742722
35.6134391,3.512,1575.0,3.12194,10.8612,505.0,4628.53,0.71,4.32239,6.9934,1,186.01,279741379
7.7897726,2.376,194.0,1.00084,144.765,966.0,4628.53,0.71,4.32239,6.9934,1,186.02,279741379
1.0662082,1.142,151.0,1.0883,876.703,1515.0,5668.0,0.93,4.51,7.7885,1,1860.01,202426247
5.6442112,2.980996,4136.2010063,11.4462895,854.7074229,1379.0312841,6310.0,1.63591,4.1,11.5429,1,1862.01,321668398
1.42611,1.788,1890.0,9.21032,11388.0,2877.0,6404.0,1.32,4.31,11.2542,0,1863.01,356919658
1.6453265,2.59,19310.0,19.0536,1816.48,1818.0,6023.0,1.32,4.25,12.2856,1,1864.01,229791084
18.10671,4.562,10340.0,19.3734,199.63,1047.0,6615.0,1.65,4.14,12.2339,0,1867.01,400476523
3.40612,1.714,1740.0,8.60495,985.653,1560.0,5955.3,1.67,4.06,11.5906,0,1871.01,233503636
3.801591,2.752,18950.0,14.4297,395.697,1242.0,6051.0,1.01,4.48,12.8746,0,1877.01,233497719
1.1203828,1.665,1901.0,5.96207,4388.96,2267.0,6564.4,1.47,4.26,10.2761,0,1881.01,59859387
4.5063838,2.0392007,12522.9613662,5.5521734,17.943561,524.924579,3477.0,0.493576,4.74303,13.3462,1,1883.01,348755728
6.5440665,3.777,6060.0,14.1513,318.224,1176.0,6232.0,1.76,4.03,11.9742,1,1885.01,258510872
5.547485,5.412,3350.0,11.48,3368.08,2122.0,7397.0,2.04,4.1,10.4748,0,1888.01,459997997
48.5340395,6.661,62170.0,26.827,0.0730269,144.0,5937.0,1.03,4.44855,10.1374,0,1897.01,420645189
48.5338626,6.137,4730.0,7.9008,2.2453,341.0,5937.0,1.03,4.44855,10.1374,0,1897.02,420645189
45.5221456,4.3839392,3028.5453279,9.7055757,51.0073705,681.5974916,6303.91,1.61034,4.11765,7.4098,1,1898.01,91987762
29.0902271,4.6769826,37562.3332736,12.1826517,2.600601,323.8830195,3854.0,0.617863,4.63619,12.5826,1,1899.01,172370679
10.0205998,5.7591694,8218.1442865,11.7679183,211.7916534,972.9644217,6038.0,1.27527,4.35513,9.6411,1,190.01,166739520
3.0566277,2.3926375,12517.5203529,12.5182693,606.6634527,1265.7755651,5735.0,1.03865,4.41,13.2554,1,1900.01,178879588
1.3666563,1.967,21070.0,15.437,1310.22,1676.0,5790.4,1.02,4.44,13.1758,1,1901.01,19684256
1.6091845,1.63,13450.0,16.7675,1054.66,1587.0,6393.0,1.43,4.24,13.174,1,1902.01,272212970
3.8404319,5.242,3580.0,12.3434,1599.92,1761.0,5909.0,2.04,4.42,11.8831,1,1903.01,77156657
4.3247708,4.267,6380.0,17.0257,1080.87,1597.0,6457.0,2.13,3.9,11.1138,1,1904.01,272213425
5.72226,2.648,25549.0,12.8433,37.0251,687.0,4233.2,0.73,4.64,10.418,1,1905.01,429302040
9.6246665,4.297,10230.0,12.3182,121.918,925.0,5473.0,1.2,4.26,11.5688,1,1906.01,308098254
5.4774433,5.277,9010.0,20.3433,1506.5,1735.0,6942.0,2.09,3.94,10.7316,1,1907.01,453789494
3.65688,3.542,7040.0,12.8031,903.013,1527.0,6239.0,1.53,4.15,11.7083,1,1908.01,37718056
4.1536624,1.702,12310.0,12.7595,278.886,1138.0,5818.8,1.09,4.24,11.3187,1,1909.01,232038798
8.1587261,4.288,15337.0,12.7393,209.118,1059.0,5600.0,1.0,4.50501,9.1468,1,191.01,183532609
5.4161129,3.385,14310.0,13.3752,232.397,1087.0,5652.0,1.1,4.36,13.2958,1,1910.01,437261733
7.8181434,4.98,3650.0,9.95177,266.851,1125.0,5549.0,1.64,4.0,12.5757,1,1911.01,44745133
5.4053583,4.859,6770.0,13.4237,857.119,1507.0,6410.0,1.59,4.14,10.5579,1,1912.01,50712784
3.3489038,3.3546298,10987.1747675,13.011038,740.224566,1330.3337928,5711.0,1.2295901,4.27,11.8656,1,1913.01,53458803
4.1933422,1.8220996,4804.157266,11.5425702,1300.3125192,1531.5517841,6405.0,1.6277601,4.13,12.2309,1,1914.01,53750200
2.2920348,3.1812507,10585.2906021,13.2497142,1637.2058065,1622.3537935,6208.0,1.26526,4.31,13.1472,1,1915.01,98283926
1.888231,3.6693894,4358.3260875,14.4776426,14536.662674,2800.5022616,8549.0,2.12128,4.11,12.4539,1,1916.01,98545929
1.82069,3.049,12340.0,15.6593,2440.7,1958.0,6155.0,1.35,4.24,12.0457,1,1917.01,339522221
3.39829,2.634,4340.0,7.06633,662.808,1413.0,6271.0,1.09,4.45,12.2876,0,1918.01,308425348
4.2337078,2.008,7690.0,19.6222,822.444,1491.0,6333.7,1.46,4.21,11.3287,1,1919.01,102192004
3.9227122,2.555,11953.0,7.23153,235.573,1091.0,4800.0,0.64,4.53527,10.2499,1,192.01,183537452
2.5441537,2.128,6780.0,10.5577,476.965,1301.0,5652.0,1.31,4.2,13.2755,1,1920.01,363851359
5.17958,4.524,7620.0,14.829,669.018,1416.0,6116.0,1.65,4.07,12.1577,1,1921.01,112099249
4.5768651,3.5592795,10869.4903086,19.1571223,1547.1013862,1599.5559785,6687.0,1.78295,4.09,12.3213,1,1922.01,112604564
4.2042078,2.124,12080.0,12.1025,355.909,1210.0,6781.0,1.07,4.54,12.9264,1,1923.01,114299824
2.8240691,3.808,8970.0,17.7861,4913.69,2332.0,8004.2,1.84,4.2,8.0552,1,1924.01,371443216
2.3447752,1.814,15340.0,13.4487,320.327,1178.0,5515.0,1.04,4.39,11.9397,1,1925.01,118956453
1.3372349,1.7026098,1226.6760556,3.0265786,886.9841113,1391.8701134,5111.9,0.860256,4.5,12.3686,1,1926.01,143143769
4.1117731,2.1575648,22017.8853537,15.4112805,268.7176151,1032.6277308,5424.8,0.916164,4.49,12.3353,1,1927.01,14344979
2.278575,2.159825,13638.9588751,14.7731999,775.8848566,1346.0744113,4879.0,1.21163,4.5,12.3119,1,1928.01,207077681
3.8537616,3.392,18650.0,14.7144,471.61,1298.0,5697.0,1.06,4.39,13.1648,1,1929.01,157266693
0.7920646,0.466,1464.0,12.9674,1013.69,1571.0,5422.0,0.98,4.42223,9.1031,1,193.01,183985250
2.8786641,2.207,8710.0,12.863,471.142,1297.0,6017.0,1.35,4.22,12.1014,1,1930.01,160578764
3.8186276,4.282,3240.0,11.3749,1200.24,1639.0,6090.0,2.03,3.88,12.0233,1,1931.01,162922904
5.6107737,6.3384834,6651.6899169,18.3701736,1486.8578958,1583.7517779,6013.5,2.21327,4.17,11.3299,1,1932.01,386259537
3.2633165,5.2814337,5011.5725027,15.0902486,3163.3762217,1912.7466985,6561.0,2.08347,3.93,12.941,1,1933.01,172598832
4.5111234,4.525,11170.0,18.5483,1085.35,1599.0,6540.6,1.71,4.26,10.5288,1,1934.01,125739286
4.4352884,1.89,6410.0,11.2110231,196.663,1365.1232387,6245.0,1.38,4.24,12.2682,1,1935.01,176685457
2.3506186,2.369,15940.0,12.801,570.233,1361.0,5593.0,0.97,4.46,11.7076,1,1936.01,178289267
0.9466787,1.09,16490.0,14.6661,1220.35,1646.0,5707.0,1.07,4.39,12.4933,1,1937.01,268301217
1.13305,1.073,100.0,2.16887,925.999,1536.0,5883.8,2.1,3.77,8.5122,0,1941.01,167009792
1.6563738,1.741,246.0,1.42047,1000.88,1566.0,5614.1,1.02,4.34,9.8146,0,1942.01,308919449
6.0988471,5.408818,8857.7284148,24.9943945,1423.581832,1566.6261042,7023.2,1.82219,4.11,10.9572,0,1944.01,461080504
1.57363,2.558,710.0,7.59717,18801.9,3262.0,5342.5,1.66,4.01,10.6707,0,1945.01,357536526
10.8458712,3.379,3120.0,21.6846,878.752,1516.0,6670.3,2.56,4.29,8.4672,0,1946.01,127315102
3.6473383,4.4572847,162.7642577,1.9083777,1104.8893752,1470.447248,5928.0,1.47579,4.24,10.1302,0,1948.01,31268146
2.0727598,2.619,14761.0,14.2954,1414.87,1708.0,5640.0,1.13,4.43703,9.9696,1,195.01,230982885
6.89132,5.369,5940.0,11.3151,673.704,1419.0,5488.0,1.41,4.14,10.5,0,1952.01,394509844
0.6923563,0.803,810.0,10.6207,14950.4,3080.0,6422.1,1.85,3.86,9.5187,0,1953.01,242536549
16.3152,1.992,2500.0,2.23088,26.312,630.0,3625.0,0.31,4.81,11.1825,0,1955.01,166184426
0.88958,1.844,1240.0,3.8492,4433.23,2273.0,5586.2,1.11,4.21,10.4877,0,1956.01,334911765
14.5187891,2.897,429.0,3.60283,43.2598,714.0,5844.8,1.79,4.13,9.4845,0,1957.01,302659412
1.76447,2.749,2640.0,27.921,17578.1,3207.0,8049.0,5.08,3.3,7.185,0,1962.01,141663464
12.6534664,4.0982077,27095.439949,20.5105778,106.7171624,819.7441326,5394.6,1.18915,3.77,10.163,0,1963.01,190271688
2.6855915,2.0491187,488.2401788,3.5729712,1856.700481,1674.1918061,5796.0,1.51715,4.14,8.5941,0,1969.01,293708935
14.278122,8.6972718,827.9264426,8.3566078,91.6541814,789.1468373,5105.0,2.90324,3.39182,7.3566,1,197.01,441462736
3.217824,1.735,1288.0,5.84702,227.191,1081.0,5418.0,1.67,4.17,10.3345,0,1971.01,253132689
17.0614756,3.384,2730.0,17.1048027,425.8669904,1158.6125921,9184.7,2.14183,4.09,9.5918,0,1977.01,383531859
6.0783344,4.8904528,16168.288913,16.9877965,235.1310083,998.7280008,8719.5,1.0,4.08,5.666,0,1978.01,458856474
10.2150168,1.9683066,994.1089045,1.4777754,7.4195034,420.9334696,3763.0,0.447336,4.83739,9.92801,1,198.01,12421862
9.27898,6.514,9020.0,15.0807,1058.72,1589.0,5898.8,1.45,4.08,10.9805,0,1980.01,127793615
6.1110945,4.2566318,1098.152672,5.873208,249.203041,1013.3467617,5725.0,1.07235,4.54,10.3349,0,1983.01,89535068
0.5646193,1.295,510.0,3.01498,8493.1,2674.0,6237.0,1.3,4.24,10.361,0,1984.01,162246865
104.8729635,6.554,12183.0,10.223,2.75278,358.0,5350.0,0.88,4.52347,10.0391,1,199.01,309792357
3.7899524,5.5268401,4345.4373432,11.7871267,602.1590809,1263.4194534,5579.5,1.10456,4.22,10.1574,0,1990.01,457939414
6.6570835,5.285,7164.0,14.8934,528.884,1336.0,5805.6,1.73,4.13,10.1405,0,1991.01,82707763
3.9416903,2.537,12840.0,19.6321,1460.48,1722.0,6190.4,1.48,4.15,10.248,0,1993.01,453464017
4.0337201,3.48,2868.0,11.5159,1910.26,1841.0,7369.0,2.22,4.27,10.2396,1,1994.01,445903569
7.72433,8.03,7120.0,20.0285,1173.53,1630.0,6249.4,2.32,4.19,10.2372,0,1996.01,275384718
1.10833,2.288,1060.0,4.58274,4415.23,2270.0,5972.0,1.4,4.08,10.186,0,1998.01,429295277
8.1382222,3.2797025,3852.0299874,6.1757682,115.8275563,836.7056912,5414.0,0.951985,4.438,7.8541,1,200.01,410214986
9.1270519,3.549,4568.0,8.34235,147.466,970.0,5400.0,1.18,4.43,10.3579,1,2000.01,371188886
3.098367,1.963,496.0,2.47118,328.067,1185.0,5400.0,1.18,4.43,10.3579,1,2000.02,371188886
2.3330349,3.005,2795.0,15.6213,12107.6,2951.0,5986.5,1.56,4.32,10.4879,0,2002.01,356453768
1.79988,3.518,180.0,3.32197,6540.68,2505.0,6136.9,2.46,3.85,9.0607,0,2004.01,439610306
6.40938,2.356,280.0,10.1474,50.0267,740.0,4650.0,8.3,2.54,9.2225,0,2006.01,41173048
723.8345008,7.382946,3119.2983693,13.1361697,1.3572621,275.2869842,5463.0,1.94771,3.77778,8.64807,0,2008.01,70887357
52.9781419,4.7965246,6347.2690959,11.4471492,30.2653161,598.2132842,6461.8,1.33031,4.35,8.5822,1,201.01,350618622
1134.6723963,8.6844623,11679.2159464,11.7582195,8.6347102,437.2015486,5842.0,1.0735199,4.39929,9.26693,1,2010.01,26547036
11.5778362,3.8772499,217.3994918,1.5422129,99.9013415,806.3295569,5739.0,1.02607,4.51,5.0494,1,2011.01,136916387
27.5920718,3.2743016,555.3352929,2.7050278,31.3830711,603.6616824,5739.0,1.02607,4.51,5.0494,1,2011.02,136916387
3.0565259,4.145,8800.0,15.1633,1438.0,1715.0,5981.0,1.6,4.07,10.6506,1,2012.01,138294130
2.6162769,1.134893,1120.6014184,1.0972867,19.1060128,533.2271643,3352.0,0.325635,4.8984,10.2705,1,2013.01,188589164
4.8099755,6.696,6965.0,22.6223,2029.17,1869.0,6417.0,2.65,3.7,9.63331,1,2014.01,198588220
3.3491408,1.207,7210.0,5.37673,31.0153,657.0,3223.0,0.32,4.89993,12.8387,1,2015.01,368287008
7.4355709,2.3450321,1310.6803156,2.2761564,26.0757607,576.3403106,4218.9,0.622512,4.67,8.962,1,2018.01,357501308
15.3468182,6.425,665.0,3.99579,126.052,933.0,5588.0,1.8,3.92293,9.6087,1,2019.01,159781361
5.633477,4.132,5651.0,13.2583,588.518,1372.0,6412.8,1.7,4.09,8.27468,1,2020.01,39903405
3.9415041,2.866,21330.0,13.8352,321.85,1179.0,5729.0,0.92,4.52,10.5484,1,2021.01,236312126
0.4487349,2.8757897,3572.0328032,5.8054498,928.877466,1408.021727,3975.0,0.627144,4.62844,11.6484,0,2022.01,11996814
2.8758831,3.14,3152.0,8.33267,1095.91,1602.0,6084.0,1.46,4.17,7.6262,1,2024.01,255930614
8.8720542,3.6593396,6144.296801,11.9849813,343.7177625,1098.1716895,6042.0,1.47996,4.15,10.9461,1,2025.01,394050135
1.46329,2.431,750.0,3.54656,3541.21,2149.0,6168.0,1.28,4.29,10.5027,0,2027.01,335996558
0.77871,1.458,670.0,6.16036,10057.7,2789.0,7751.0,2.25,4.0,10.9141,0,2028.01,336456596
2.57134,3.824,920.0,10.7406,5344.87,2382.0,7125.0,3.56,3.54,10.9415,0,2029.01,445254275
51.94509,8.094,2534.0,0.705818,4.34593,402.0,3203.0,0.23,5.01682,12.2423,0,203.01,259962054
2.89453,3.327,550.0,6.20845,9411.16,2743.0,9714.0,2.68,3.98,10.5682,0,2034.01,427279997
1.37477,1.601,960.0,3.0101,1122.82,1612.0,5825.0,1.02,4.44,10.4608,0,2041.01,54364414
2.41872,2.685,1160.0,7.23529,1660.52,1778.0,6535.0,2.16,3.9,10.9518,0,2042.01,269424395
4.1207509,2.158,973.0,7.46471,2466.19,1963.0,9953.0,2.38,4.09,10.4887,0,2044.01,270333769
1.4971447,2.4024159,16266.2491958,16.2528494,2643.654975,1828.8199186,6081.0,1.2431901,4.31,10.996,1,2046.01,468574941
7.4072602,3.019,14765.0,14.7857,258.039,1116.0,5887.0,1.14,4.35,10.4708,0,2047.01,363761216
13.7905315,3.301,1140.0,2.60168,29.035,646.0,5021.6,0.76,4.6,10.7545,1,2048.01,159873822
3.7543552,1.878,470.0,4.6716,931.407,1539.0,8398.0,1.75,4.27,10.1731,0,2059.01,403308915
0.7363132,0.6736853,1322.5461054,1.5332682,117.7581671,840.1706554,3358.0,0.351676,4.438,12.4312,1,206.01,55650590
2.2657506,3.419,388.0,8.00485,18671.1,3256.0,10125.0,4.14,3.62,9.8722,0,2060.01,285542903
1.45655,1.51,580.0,1.83776,436.167,1273.0,4475.0,0.7,4.59,10.636,0,2061.01,327577308
4.04163,1.719,3100.0,13.1608,304.098,1163.0,6895.0,2.36,3.87,10.155,0,2062.01,373785851
8.8036803,2.997,8360.0,8.9006,72.699,813.0,5701.0,0.94,4.47,11.5906,1,2064.01,115524421
7.7690887,2.6251447,1416.7912077,2.3663308,12.6577686,481.070845,3700.0,0.542573,4.70036,11.1806,1,2068.01,417931300
5.6492853,4.0424046,44346.559983,26.5608527,405.0881542,1144.213679,5963.0,1.21025,4.31132,13.4734,0,207.01,260271203
10.3563596,3.4814933,923.942127,2.4103206,48.1191014,671.7367777,5149.6,0.772148,4.6,8.3745,1,2076.01,27491137
35.1257472,2.839,2066.0,3.17021,3.78846,388.0,5149.6,0.77,4.6,8.3745,1,2076.02,27491137
21.0153047,4.315,2072.0,3.78219,28.033,641.0,5149.6,0.77,4.6,8.3745,1,2076.03,27491137
6.2772478,1.5325014,910.5215536,2.5385441,105.278027,816.9663784,5244.0,0.800741,4.58339,11.0372,0,2078.01,159244568
10.5054362,2.4850401,1320.6016253,1.947929,8.2567001,432.3359777,3742.0,0.515547,4.72382,11.642,1,2081.01,321669174
6.0784031,2.117,1810.0,2.07448,15.739,554.0,3630.0,0.47,4.76664,13.3257,1,2084.01,441738827
8.1490285,2.3210553,2850.6795113,2.5781465,8.990204,441.633629,3630.0,0.466766,4.76664,13.3257,0,2084.02,441738827
124.72987,7.2967692,1781.9160024,3.5130935,1.7337719,292.6629465,4902.0,0.831423,4.5026,10.8812,1,2088.01,441765914
17.664866,2.7644951,736.3925122,1.2984859,3.5982457,351.2711274,3746.0,0.463205,4.76979,11.0788,1,2095.01,235678745
28.1722501,3.3983448,950.5653623,1.4475246,1.9311199,300.6575117,3746.0,0.463205,4.76979,11.0788,1,2095.02,235678745
3.1190716,1.1585974,2964.5828911,1.6229796,10.0845871,454.5004101,3285.0,0.247331,4.98992,13.4764,1,2096.01,142748283
6.3878202,1.4551851,5857.0164704,2.041471,3.8775285,357.8973634,3285.0,0.247331,4.98992,13.4764,1,2096.02,142748283
1.7890217,1.9190564,391.6251669,1.6741803,554.8261181,1237.8242135,5264.0,0.791524,4.59586,11.6685,0,2097.01,279982557
19.5078657,4.603,1770.0,3.92839,61.4917,780.0,4316.0,0.71,4.56,11.2011,0,2099.01,230386397
0.6332593,0.8622011,1191.4597195,5.3027904,4030.7512475,2032.1990726,5590.0,0.976212,4.45374,9.85649,0,2106.01,393911494
2.45457,2.39,19250.0,14.183,508.468,1322.0,5565.0,0.97,4.45,11.3819,1,2107.01,446549906
0.67249,1.801,7890.0,15.7288,14429.0,3053.0,6647.0,1.7,4.12,9.78569,1,2109.01,392476080
32.76639,6.089,500.0,3.20531,38.3962,693.0,6073.0,1.39,4.21,9.69902,0,2110.01,394029948
1.2680452,1.027,538.0,2.24707,504.879,1320.0,5477.0,0.95,4.46,9.1597,0,2111.01,356235833
3.6944323,4.915,312.0,3.05838,5824.87,2433.0,8153.0,2.11,4.09,8.29254,0,2115.01,54464870
5.3089937,5.876,531.0,3.29803,2090.71,1883.0,6927.0,1.65,4.18,9.68129,0,2116.01,422838133
